Record Id,Village Owner.id,Rating,Village Name,Phone,Fax,Parent Village.id,Website,Ticker Symbol,Village Type,Ownership,Industry,Employees,Annual Revenue,SIC Code,Created By.id,Modified By.id,Created Time,Modified Time,Currency,Exchange Rate,Last Activity Time,Billing Street,Shipping Street,Billing City,Shipping City,Billing Province,Shipping Province,Billing Code,Shipping Code,Billing Country,Shipping Country,Description,Layout.id,Village Number,Village Site,Score,Positive Score,Negative Score,Positive Touch Point Score,Touch Point Score,Negative Touch Point Score,Tag,Village Image,User Modified Time,System Related Activity Time,User Related Activity Time,System Modified Time,Change Log Time,Households,Average Household Income,Road Conditions,Total Population,Latest Livelihoods Survey,Potential KHT Projects,Latest Education Survey,Potential Project Notes,Villagers Consulted,GPS Latitude,GPS Longitude,Latest WASH Survey,% Population Without Enough Rice,District.id,Nearest Town.id,Children (Aged 0 - 18),Distance to Town (km),Adult Males,Tribe,Forest Department,Adult Females,Season Accesibility,Average Annual HH Income (THB),Province,Village has Dorm,Distance to Hospital (km),Annual Malaria Cases,No. Children in Dorm,Nearest Health Centre,Distance to Pratom (km),Annual Typhoid Cases,No. Students at Uni,Distance to Health Centre (km),No. Children Go To Pratom,Annual Stomarch Ulcer Cases,No. Graduates,Annual Diabetes Cases,Nearest Mathayom (Seconary).id,Annual Cancer Cases,No. Children Go To Mathayom,Village Deaths in Last Year,Distance to Mathayom (km),Common Diseases,Nearest Pratom (Primary).id,Village Schools,Nearest Hospital.id,Latest non-KHT Clean Water Project,Latest non-KHT Rice Bank Project,Latest non-KHT Electricity Project,Sufficient Drinking Water in Dry Season,Non-KHT Projects Comments,Latest non-KHT Animal Bank Project,Previous Gov/Royal Aid Projects,General Comments,Latest non-KHT School Project,Previous Non-KHT NGO Projects,Current Water Sources,Latest non-KHT Solar Project,Latest non-KHT Road Project,Sufficient Drinking Water in Wet Season,Latest non-KHT Satelite Project,Village's Name,Name of Village,Latest non-KHT Irrigation Project,Number of People without Thai ID Cards,Are Any KHT Staff Connected to the Village?,No. Children Living Away in Dormitories,No. Children Who Don't Go to Mathayom but Should,No. Children Who Don't Go to Pratom but Should,Locked,Hosted KHT Projects,Last Enriched Time,Enrich Status,Record Status
zcrm_361303000000527037,zcrm_361303000000269001,,Ban Huay Pong Karn,,,,,,,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,2021-10-28 12:25:05,2024-04-17 16:52:57,,,2024-04-17 16:52:57,,,,,,,,,,,,zcrm_361303000000032035,0,,0,0,0,0,0,0,,,2022-07-25 11:20:46,,,2024-04-17 16:52:57,,37,,Very Good (paved roads),132,,"Rice bank, Blankets, Mosquito Nets, transport, Sponsorship",,,,19.11397,97.97173,2005-09-20,60.0,,zcrm_361303000000716157,35,30,46,,Mae Hong Son,51,,,Mae Hong Son,false,30,2,,Huay Pong,11,,,8,25,,,,,1.0,,,,Flu,zcrm_361303000001881165,No Schools,zcrm_361303000000716157,,,,,,,Yes,,,No,Government Water System,,,,,Ban Huay Pong Karn,Ban Huay Pong Karn,,,,,,,false,School Buses;Further Education Scholarships;WASH,,,1
zcrm_361303000000527038,zcrm_361303000000269001,,Ban Hua Pon,,,,,,,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,2021-10-28 12:25:05,2024-04-17 16:52:15,,,2024-04-17 16:52:15,,,,,,,,,,,,zcrm_361303000000032035,0,,0,0,0,0,0,0,,,2022-07-25 11:20:46,,,2024-04-17 16:52:15,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ban Hua Pon,Ban Hua Pon,,,,,,,false,School Buses;Further Education Scholarships,,,1
zcrm_361303000000527039,zcrm_361303000000269001,,Ban Kham Suk,,,,,,,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,2021-10-28 12:25:05,2024-04-17 16:51:42,,,2024-04-17 16:51:42,,,,,,,,,,,,zcrm_361303000000032035,0,,0,0,0,0,0,0,,,2022-07-25 11:20:46,,,2024-04-17 16:51:42,,11,,,84,,"Education, Blankets, and animal bank",,,,18.82074,98.0462,2000-03-12,30.0,,zcrm_361303000000461057,37,14,23,,Khun Yuam,24,All Seasons,,Mae Hong Son,false,14,2,,Khun Yuam,,2,,14,47,,,,,,,,,,,Prathom (Primary),zcrm_361303000000461057,,,,,,,Yes,,,No,Government Water System,,,,,Ban Kham Suk,Ban Kham Suk,,,,,,,false,School Buses;Further Education Scholarships;WASH,,,1
zcrm_361303000000527040,zcrm_361303000000269001,,Ban Mai Pattana,,,,,,,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,2021-10-28 12:25:05,2024-04-17 16:50:46,,,2024-04-17 16:50:46,,,,,,,,,,,,zcrm_361303000000032035,0,,0,0,0,0,0,0,,,2022-07-25 11:20:46,,,2024-04-17 16:50:46,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ban Mai Pattana,Ban Mai Pattana,,,,,,,false,School Buses;Further Education Scholarships,,,1
zcrm_361303000000527041,zcrm_361303000000269001,,Ban Pattana Poo Koo,,,,,,Mooban,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,2021-10-28 12:25:05,2024-04-17 16:50:16,,,2024-04-17 16:50:16,,,,,,,,,,,,zcrm_361303000000032035,0,,0,0,0,0,0,0,,,2022-07-25 11:20:46,,,2024-04-17 16:50:16,,80,,Very Good (paved roads),305,2021-05-08,WASH Repair;WASH Extension;Irrigation Dam;Irrigation Channel;Education Scholarships,,,Village Heaman;Village Leader;Villagers,18.923076,97.869539,,60.0,zcrm_361303000000461057,zcrm_361303000000461057,,7,153,,Khun Yuam,152,All Seasons,25000,Mae Hong Son,false,7,3,,Ban Pang Tong,0,,5,10,80,20.0,10,,zcrm_361303000000461077,,12,,7,Flu,zcrm_361303000000546007,Prathom (Primary),zcrm_361303000000461057,1981-01-01,,1986-01-01,,,,Yes,,1981-01-01,No,,,1981-01-01,,,Ban Pattana Poo Koo,Ban Pattana Poo Koo,,,,,,,false,School Buses;Irrigation;Further Education Scholarships,,,1
zcrm_361303000000527042,zcrm_361303000000269001,,Ban Huay Ku Pa,,,,,,Yomban,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,2021-10-28 12:25:05,2024-04-17 16:48:53,,,2024-04-17 16:48:53,,,,,,,,,,,,zcrm_361303000000032035,0,,0,0,0,0,0,0,,,2022-07-25 11:20:46,,,2024-04-17 16:48:53,,33,,,126,,Latrine and Education Scholarship,,,,18.54035,97.89712,2008-09-09,50.0,zcrm_361303000001881210,zcrm_361303000000401954,49,26,,,Mae La Noi,,All Seasons,,Mae Hong Son,false,26,,,Ban Mae La Luang,,,,6,97,,,,zcrm_361303000001881210,,12,,6,,,Prathom (Primary),,,,,,,,Yes,,,Yes,Government Water System,,,,,Ban Huay Ku Pa,Ban Huay Ku Pa,,,,,,,false,School Buses;Further Education Scholarships;WASH,,,1
zcrm_361303000000527044,zcrm_361303000000269001,,Ban Huay Rin,,,,,,,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,2021-10-28 12:25:05,2024-04-17 16:48:02,,,2024-04-17 16:48:02,,,,,,,,,,,,zcrm_361303000000032035,0,,0,0,0,0,0,0,,,2022-07-25 11:20:46,,,2024-04-17 16:48:02,,99,,,401,,"Blankets, Education Scholarship",,,,,,2008-09-21,20.0,,zcrm_361303000000401954,80,5,153,,Mae La Noi,168,All Seasons,,Mae Hong Son,false,5,,,Mae La Noi,,5,,5,50,,,,,,,,,"Flu, Ulcer",zcrm_361303000001881109,No Schools,zcrm_361303000000401954,,,,,,,Yes,,,No,Government Water System,,,,,Ban Huay Rin,Ban Huay Rin,,,,,,,false,School Buses;Further Education Scholarships;WASH,,,1
zcrm_361303000000527045,zcrm_361303000000269001,,Ban Mae La Luang,,,,,,,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,2021-10-28 12:25:05,2024-04-12 14:33:52,,,2024-04-12 14:33:52,,,,,,,,,,,,zcrm_361303000000032035,0,,0,0,0,0,0,0,,,2022-07-25 11:20:46,,,2024-04-12 14:33:52,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ban Mae La Luang,Ban Mae La Luang,,,,,,,false,School Buses;Further Education Scholarships,,,1
zcrm_361303000000527046,zcrm_361303000000269001,,Ban Santi Suk,,,,,,,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,2021-10-28 12:25:05,2022-12-15 16:52:52,,,2022-12-15 16:52:52,,,,,,,,,,,,zcrm_361303000000032035,0,,0,0,0,0,0,0,,,2022-07-25 11:20:46,,,2022-12-15 16:52:52,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ban Santi Suk,Ban Santi Suk,,,,,,,false,School Buses,,,1
zcrm_361303000000527047,zcrm_361303000000269001,,Ban Huay Kai Pa,,,,,,Mooban,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,2021-10-28 12:25:05,2024-04-17 16:46:34,,,2024-04-17 16:46:34,,,,,,,,,,,,zcrm_361303000000032035,0,,0,0,0,0,0,0,,,2022-07-25 11:20:46,,,2024-04-17 16:46:34,,113,,,539,,Latrine and Education Scholarship,,,,18.9509,97.79007,2008-09-09,40.0,zcrm_361303000001881210,zcrm_361303000000401954,160,22,191,,Mae La Noi,188,All Seasons,,Mae Hong Son,false,22,,,Ban Mae Su,,,,5,139,,,,zcrm_361303000001881140,,48,,12,"Flu, Ulcer and headache",,Prathom (Primary),,,,,,,,Yes,,,Yes,,,,,,Ban Huay Kai Pa,Ban Huay Kai Pa,,,,,,,false,School Buses;School Meals;Further Education Scholarships;WASH,,,1
zcrm_361303000000527048,zcrm_361303000000269001,,Ban Huay Pueng Mai,,,,,,,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,2021-10-28 12:25:05,2024-04-17 16:41:43,,,2024-04-17 16:41:43,,,,,,,,,,,,zcrm_361303000000032035,0,,0,0,0,0,0,0,,,2022-07-25 11:20:46,,,2024-04-17 16:41:43,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ban Huay Pueng Mai,Ban Huay Pueng Mai,,,,,,,false,School Meals,,,1
zcrm_361303000000527049,zcrm_361303000000269001,,Khun Yuam,,,,,,,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,2021-10-28 12:25:05,2024-04-17 16:13:50,,,2024-04-17 16:13:50,,,,,,,,,,,,zcrm_361303000000032035,0,,0,0,0,0,0,0,,,2022-07-25 11:20:46,,,2024-04-17 16:13:50,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Khun Yuam,Khun Yuam,,,,,,,false,Further Education Scholarships;School Meals,,,1
zcrm_361303000000527050,zcrm_361303000000269001,,Ban Huay San,,,,,,,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,2021-10-28 12:25:05,2024-04-17 16:41:11,,,2024-04-17 16:41:11,,,,,,,,,,,,zcrm_361303000000032035,0,,0,0,0,0,0,0,,,2022-07-25 11:20:46,,,2024-04-17 16:41:11,,21,,,109,,"Rice bank, Blankets, Mosquito Nets, Education Scholarship,Latrine",,,,18.68857,97.83369,2005-04-14,40.0,,zcrm_361303000000461057,44,40,33,,Khun Yuam,32,All Seasons,,Mae Hong Son,false,40,3,,Ban Mae Ki,,19,,5,,,,,,,,,,"Flu, Ulcer, blood pressure, diarrhea",,Prathom (Primary),zcrm_361303000000461057,,,,,,,Yes,,,No,Government Water System,,,,,Ban Huay San,Ban Huay San,,,,,,,false,School Meals;WASH,,,1
zcrm_361303000000527051,zcrm_361303000000269001,,Ban Mae Kheed,,,,,,Mooban,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,2021-10-28 12:25:05,2024-01-18 08:13:57,,,2024-01-18 08:13:57,,,,,,,,,,,,zcrm_361303000000032035,0,,0,0,0,0,0,0,,,2022-07-25 11:53:01,,,2024-01-18 08:13:57,,118,,"Average (some paved road, some potholes)",418,2020-09-10,WASH Repair;WASH Extension;Irrigation Dam;Irrigation Channel;Education Scholarships;School Meals;School Dorms,,,Village Heaman;Village Leader;Villagers,18.52724,98.08081,2004-09-30,40.0,zcrm_361303000000528038,zcrm_361303000000401954,,50,217,Sgaw,Mae La Noi,201,Dry Season,20000,Mae Hong Son,true,50,,53,Ban Kok Luang,0,,7,8,54,20.0,5,,zcrm_361303000000528034,,23,,0,Dengue fever,zcrm_361303000000528034,Pratom & Mathayom,zcrm_361303000000401954,1986-01-01,,2005-01-01,,,,Yes,,1991-01-01,,,2003-01-01,1991-01-01,,,Ban Mae Kheed,Ban Mae Kheed,,,,,,,false,Irrigation;Further Education Scholarships;WASH,,,1
zcrm_361303000000527052,zcrm_361303000000269001,,Ban Mae La Pa Wai,,,,,,,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,2021-10-28 12:25:05,2024-04-17 16:38:10,,,2024-04-17 16:38:10,,,,,,,,,,,,zcrm_361303000000032035,0,,0,0,0,0,0,0,,,2022-07-25 11:20:46,,,2024-04-17 16:38:10,,22,,,131,,Blankets,,,,18.57165,98.14273,1999-11-30,40.0,,zcrm_361303000000401954,60,80,61,,Mae Sariang,64,Dry Season,,Mae Hong Son,false,80,,,In the village,,,,,72,,,,,,,,,,,Prathom (Primary),zcrm_361303000000401954,,,,,,,Yes,,,No,Government Water System,,,,,Ban Mae La Pa Wai,Ban Mae La Pa Wai,,,,,,,false,School Meals;WASH,,,1
zcrm_361303000000527053,zcrm_361303000000269001,,Ban Mae Tho,,,,,,Mooban,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,2021-10-28 12:25:05,2022-12-28 15:00:22,,,2022-12-28 15:00:22,,,,,,,,,,,,zcrm_361303000000032035,0,,0,0,0,0,0,0,,,2022-07-25 11:20:46,,,2022-12-28 15:00:22,,12,,,67,2008-11-30,,,,,,,,,zcrm_361303000000401954,,,,,,,,,,Mae Hong Son,false,,,,,,,,,,,,,,,,,,,,,,1988-01-01,,,,,,Yes,,,,,,,,,Ban Mae Tho,Ban Mae Tho,,,,,,,false,Irrigation;School Meals;Further Education Scholarships,,,1
zcrm_361303000000527054,zcrm_361303000000269001,,Ban Mae Tho Tai,,,,,,Mooban,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,2021-10-28 12:25:05,2024-04-17 16:37:13,,,2024-04-17 16:37:13,,,,,,,,,,,,zcrm_361303000000032035,0,,0,0,0,0,0,0,,,2022-07-25 11:20:46,,,2024-04-17 16:37:13,,105,,,312,2014-03-13,"Blankets, Education Scholarship, Mosquito Nets, transport",,,,18.62961,97.99961,,10.0,zcrm_361303000000401954,,,,,,,,,,Mae Hong Son,false,45,1,,Ban Mae To,,,,6,,,,,,,,,,,,,zcrm_361303000000401954,1985-01-01,,,,,,Yes,,,Yes,,,,,,Ban Mae Tho Tai,Ban Mae Tho Tai,,,,,,,false,Irrigation;School Buses;School Meals;Further Education Scholarships;WASH,,,1
zcrm_361303000000527055,zcrm_361303000000269001,,Ban Mae La Noi Duransik,,,,,,,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,2021-10-28 12:25:05,2024-04-17 16:36:33,,,2024-04-17 16:36:33,,,,,,,,,,,,zcrm_361303000000032035,0,,0,0,0,0,0,0,,,,,,2024-04-17 16:36:33,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ban Mae La Noi Duransik,Ban Mae La Noi Duransik,,,,,,,false,School Meals,,,1
zcrm_361303000000527056,zcrm_361303000000269001,,Ban Pa Pong,,,,,,Mooban,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,2021-10-28 12:25:05,2022-08-05 10:21:57,,,2022-08-05 10:21:57,,,,,,,,,,,,zcrm_361303000000032035,0,,0,0,0,0,0,0,,,2022-07-25 11:20:46,,,2022-08-05 10:21:57,,90,,,371,,"Education Scholarship, Blankets,  Mosquito Nets",,FALSE,,18.13999,98.16411,2009-11-29,35.0,zcrm_361303000001881229,zcrm_361303000000521090,119,35,131,,Sob Moei,121,All Seasons,,Mae Hong Son,false,35,2,,Ban Huay Kung,,6,,7,51,,,,zcrm_361303000000521090,,24,,,"ulcer, high blood pressure, flu",,Prathom (Primary),zcrm_361303000000521090,,,,,,,Yes,,,No,Government Water System,,,,,Ban Pa Pong,Ban Pa Pong,,,,,,,false,Further Education Scholarships;WASH,,,1
zcrm_361303000000527057,zcrm_361303000000269001,,Ban Kong Pae Nua,,,,,,,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,2021-10-28 12:25:05,2024-04-17 13:36:11,,,2024-04-17 13:36:11,,,,,,,,,,,,zcrm_361303000000032035,0,,0,0,0,0,0,0,,,2022-07-25 11:20:46,,,2024-04-17 13:36:11,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ban Kong Pae Nua,Ban Kong Pae Nua,,,,,,,false,Further Education Scholarships,,,1
zcrm_361303000000527058,zcrm_361303000000269001,,Ban Jaw Si Der,,,,,,,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,2021-10-28 12:25:05,2022-08-05 06:58:53,,,2022-08-05 06:58:53,,,,,,,,,,,,zcrm_361303000000032035,0,,0,0,0,0,0,0,,,2022-07-25 11:20:46,,,2022-08-05 06:58:53,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ban Jaw Si Der,Ban Jaw Si Der,,,,,,,false,Further Education Scholarships,,,1
zcrm_361303000000527060,zcrm_361303000000269001,,Ban San Jao,,,,,,,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,2021-10-28 12:25:05,2022-08-05 10:22:15,,,2022-08-05 10:22:15,,,,,,,,,,,,zcrm_361303000000032035,0,,0,0,0,0,0,0,,,2022-07-25 11:20:46,,,2022-08-05 10:22:15,,17,,,92,,"Blankets, Mosquito Nets, Sponsoring students, providing book, pencils, cattle bank,",,,,,,2001-11-04,30.0,,zcrm_361303000000461057,45,11,23,,Khun Yuam,24,All Seasons,,Mae Hong Son,false,11,7,,Ban Pang Tong,1,3,,7,22,,,,,,,,,,zcrm_361303000001881157,No Schools,zcrm_361303000000461057,2015-01-01,,,,,,Yes,,,No,Government Water System,,,,,Ban San Jao,Ban San Jao,,,,,,,false,WASH,,,1
zcrm_361303000000527061,zcrm_361303000000269001,,Ban Santi Pattana,,,,,,,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,2021-10-28 12:25:05,2022-07-28 16:21:04,,,2022-07-28 16:21:04,,,,,,,,,,,,zcrm_361303000000032035,0,,0,0,0,0,0,0,,,2022-07-25 11:20:46,,,2022-07-28 16:21:04,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ban Santi Pattana,Ban Santi Pattana,,,,,,,false,,,,1
zcrm_361303000000527062,zcrm_361303000000269001,,Ban Na ngeiw,,,,,,,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,2021-10-28 12:25:05,2022-08-05 10:22:16,,,2022-08-05 10:22:16,,,,,,,,,,,,zcrm_361303000000032035,0,,0,0,0,0,0,0,,,2022-07-25 11:20:46,,,2022-08-05 10:22:16,,30,,,147,,"Education, Blankets, Clean water project",,,,19.09541,97.52298,2000-05-12,50.0,,zcrm_361303000000461057,60,11,37,,Khun Yuam,50,All Seasons,,Mae Hong Son,false,11,,,Khun Yuam,,,,11,51,,,,,,,,,,,Prathom (Primary),zcrm_361303000000461057,,,,,,,Yes,,,No,Government Water System,,,,,Ban Na ngeiw,Ban Na ngeiw,,,,,,,false,Further Education Scholarships;WASH,,,1
zcrm_361303000000527063,zcrm_361303000000269001,,Ban Hak Mai Tai,,,,,,,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,2021-10-28 12:25:05,2022-08-05 06:58:53,,,2022-08-05 06:58:53,,,,,,,,,,,,zcrm_361303000000032035,0,,0,0,0,0,0,0,,,2022-07-25 11:20:46,,,2022-08-05 06:58:53,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ban Hak Mai Tai,Ban Hak Mai Tai,,,,,,,false,Further Education Scholarships,,,1
zcrm_361303000000527064,zcrm_361303000000269001,,Ban Mae Pang,,,,,,,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,2021-10-28 12:25:05,2024-04-17 14:44:54,,,2024-04-17 14:44:54,,,,,,,,,,,,zcrm_361303000000032035,0,,0,0,0,0,0,0,,,2022-07-25 11:20:46,,,2024-04-17 14:44:54,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ban Mae Pang,Ban Mae Pang,,,,,,,false,Further Education Scholarships,,,1
zcrm_361303000000527065,zcrm_361303000000269001,,Ban Mae Poon,,,,,,Mooban,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,2021-10-28 12:25:05,2023-08-29 10:23:31,,,2023-08-29 10:23:31,,,,,,,,,,,,zcrm_361303000000032035,0,,0,0,0,0,0,0,,,2022-07-25 11:56:01,,,2023-08-29 10:23:31,,83,,"Average (some paved road, some potholes)",313,,WASH;Latrines;Irrigation Dam;Irrigation Channel;Irrigation Repair;Education Scholarships;School Meals;School Dorms,,,,18.25059,98.12688,2020-10-07,40.0,zcrm_361303000000521090,zcrm_361303000000521090,83,47,110,Sgaw,Mae Sariang,120,Dry Season,25000,Mae Hong Son,true,47,2,20,Ban Chang Maw,0,3,10,27,70,,1,,zcrm_361303000000521157,,10,,28,,zcrm_361303000000814174,Prathom (Primary),zcrm_361303000000521090,1985-01-01,,2010-01-01,No,,,Yes,,1984-01-01,No,Government Water System;Well,2004-01-01,2005-01-01,Yes,,Ban Mae Poon,Ban Mae Poon,,,,,,,false,Further Education Scholarships;WASH,,,1
zcrm_361303000000527066,zcrm_361303000000269001,,Khun Yuam Wittaya,,,,,,,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,2021-10-28 12:25:05,2022-12-28 15:01:14,,,2022-12-28 15:01:14,,,,,,,,,,,,zcrm_361303000000032035,0,,0,0,0,0,0,0,,,2022-07-25 11:20:46,,,2022-12-28 15:01:14,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Khun Yuam Wittaya,Khun Yuam Wittaya,,,,,,,false,School Meals;Further Education Scholarships,,,1
zcrm_361303000000527067,zcrm_361303000000269001,,Mae Tho,,,,,,,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,2021-10-28 12:25:05,2024-04-17 13:10:37,,,2024-04-17 13:10:37,,,,,,,,,,,,zcrm_361303000000032035,0,,0,0,0,0,0,0,,,2022-07-25 11:20:46,,,2024-04-17 13:10:37,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mae Tho,Mae Tho,,,,,,,false,Further Education Scholarships,,,1
zcrm_361303000000527068,zcrm_361303000000269001,,Ban Tee Hue Lue,,,,,,,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,2021-10-28 12:25:05,2022-08-05 06:58:53,,,2022-08-05 06:58:53,,,,,,,,,,,,zcrm_361303000000032035,0,,0,0,0,0,0,0,,,2022-07-25 11:20:46,,,2022-08-05 06:58:53,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ban Tee Hue Lue,Ban Tee Hue Lue,,,,,,,false,Further Education Scholarships,,,1
zcrm_361303000000527069,zcrm_361303000000269001,,Ban Nam Tok,,,,,,,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,2021-10-28 12:25:05,2022-08-05 06:58:53,,,2022-08-05 06:58:53,,,,,,,,,,,,zcrm_361303000000032035,0,,0,0,0,0,0,0,,,2022-07-25 11:20:46,,,2022-08-05 06:58:53,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ban Nam Tok,Ban Nam Tok,,,,,,,false,Further Education Scholarships,,,1
zcrm_361303000000527070,zcrm_361303000000269001,,Ban Khun Mae Yod,,,,,,,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,2021-10-28 12:25:05,2022-08-05 06:58:53,,,2022-08-05 06:58:53,,,,,,,,,,,,zcrm_361303000000032035,0,,0,0,0,0,0,0,,,2022-07-25 11:20:46,,,2022-08-05 06:58:53,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,zcrm_361303000001881155,,,,,,,,zcrm_361303000000461057,,,,,,,,,,,,,,,,Ban Khun Mae Yod,Ban Khun Mae Yod,,,,,,,false,Further Education Scholarships,,,1
zcrm_361303000000527071,zcrm_361303000000269001,,Ban Ma Hing Luang,,,,,,,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,2021-10-28 12:25:05,2022-12-29 09:20:44,,,2022-12-29 09:20:44,,,,,,,,,,,,zcrm_361303000000032035,0,,0,0,0,0,0,0,,,2022-07-25 11:20:46,,,2022-12-29 09:20:44,,72,,,473,,"Blankets, Mosquito Nets, Latrine",,,,18.682,98.04242,2004-09-21,30.0,,zcrm_361303000000461057,202,43,135,,Khun Yuam,136,Dry Season,,Mae Hong Son,false,43,2,,Ban Mae La Ka,,18,,7,106,,,,,,,,,"Flu, Ulcer",,Prathom (Primary),zcrm_361303000000461057,,,,,,,Yes,,,No,Government Water System,,,,,Ban Ma Hing Luang,Ban Ma Hing Luang,,,,,,,false,Further Education Scholarships;WASH,,,1
zcrm_361303000000534424,zcrm_361303000000269001,,Ban Huay Ma Ba,,,,,,Yomban,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,2021-10-28 16:47:15,2024-01-18 07:33:52,,,2024-01-18 07:33:52,,,,,,,,,,,,,0,,0,0,0,0,0,0,,,2022-07-25 11:29:36,,,2024-01-18 07:33:52,,38,,"Average (some paved road, some potholes)",198,2021-06-03,WASH;WASH Repair;WASH Extension;Mosquito Nets;Irrigation Dam;Irrigation Channel;Irrigation Repair;Education Scholarships;School Meals,,,Village Heaman;Village Leader;Villagers,18.56305,98.08861,2003-10-14,60.0,zcrm_361303000000401954,zcrm_361303000000401954,,56,96,Sgaw,Mae La Noi,102,Dry Season,10000,Mae Hong Son,false,56,1,,Ban Khun Mae La Noi,6,,12,6,15,23.0,4,,zcrm_361303000000534466,,10,,65,Flu,zcrm_361303000000401970,No Schools,zcrm_361303000000401954,,,,,,,Yes,,,No,Government Water System,2004-01-01,2001-01-01,,,Ban Huay Ma Ba,Ban Huay Ma Ba,,,,,,,false,Irrigation;Further Education Scholarships;WASH,,,1
