Record Id,Town/District Name,Phone,Email,Website,GL Account,Category,Town/District Owner.id,Created By.id,Modified By.id,Created Time,Modified Time,Currency,Exchange Rate,Street,City,Province,Postal Code,Country,Description,Layout.id,Tag,Town/District Image,User Modified Time,System Related Activity Time,User Related Activity Time,System Modified Time,Sub-District Id,District Id,Typ,GPS Latitude,Address,GPS Longitude,Sub-District (if not one) Id,Types,Locked
zcrm_361303000001881147,Ban Mae Na Jon,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:02:46,2022-07-25 11:02:46,,,,,,,,,zcrm_361303000000032059,,,,,,,,,,,,,,School,false
zcrm_361303000001881148,Ban Mae Pang Nok,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:02:46,2022-07-25 11:02:46,,,,,,,,,zcrm_361303000000032059,,,,,,,,,,,,,,School,false
zcrm_361303000001881149,Ban Mae Rid Luang,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:02:46,2022-07-25 11:02:46,,,,,,,,,zcrm_361303000000032059,,,,,,,,,,,,,,School,false
zcrm_361303000001881150,Ban Mae Sa Pueng Tai,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:02:46,2022-07-25 11:02:46,,,,,,,,,zcrm_361303000000032059,,,,,,,,,,,,,,School,false
zcrm_361303000001881151,Ban Mae Sapae Nua,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:02:46,2022-07-25 11:02:46,,,,,,,,,zcrm_361303000000032059,,,,,,,,,,,,,,School,false
zcrm_361303000001881152,Ban Mae Su,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:02:46,2022-07-25 11:02:46,,,,,,,,,zcrm_361303000000032059,,,,,,,,,,,,,,School,false
zcrm_361303000001881153,Ban Mae Tho Klang,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:02:46,2022-07-25 11:02:46,,,,,,,,,zcrm_361303000000032059,,,,,,,,,,,,,,School,false
zcrm_361303000001881154,Ban Mae To and Ban Oom Pai Nua,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:02:46,2022-07-25 11:02:46,,,,,,,,,zcrm_361303000000032059,,,,,,,,,,,,,,School,false
zcrm_361303000001881155,Ban Mae Yod School,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:02:46,2022-07-25 11:02:46,,,,,,,,,zcrm_361303000000032059,,,,,,,,,,,,,,School,false
zcrm_361303000001881156,Ban Mueng Pong,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:02:46,2022-07-25 11:02:46,,,,,,,,,zcrm_361303000000032059,,,,,,,,,,,,,,School,false
zcrm_361303000001881157,Ban Na ngiu,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:02:46,2022-07-25 11:02:46,,,,,,,,,zcrm_361303000000032059,,,,,,,,,,,,,,School,false
zcrm_361303000001881158,Ban Nam Som,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:02:46,2022-07-25 11:02:46,,,,,,,,,zcrm_361303000000032059,,,,,,,,,,,,,,School,false
zcrm_361303000001881159,Ban Nong Khiew School,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:02:46,2022-07-25 11:02:46,,,,,,,,,zcrm_361303000000032059,,,,,,,,,,,,,,School,false
zcrm_361303000001881160,Ban Nong Mae La,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:02:46,2022-07-25 11:02:46,,,,,,,,,zcrm_361303000000032059,,,,,,,,,,,,,,School,false
zcrm_361303000001881161,Ban Nong Muam School,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:02:46,2022-07-25 11:02:46,,,,,,,,,zcrm_361303000000032059,,,,,,,,,,,,,,School,false
zcrm_361303000001881162,Ban Nonghaeng,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:02:46,2022-07-25 11:02:46,,,,,,,,,zcrm_361303000000032059,,,,,,,,,,,,,,School,false
zcrm_361303000001881163,Ban Omlarn,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:02:46,2022-07-25 11:02:46,,,,,,,,,zcrm_361303000000032059,,,,,,,,,,,,,,School,false
zcrm_361303000001881164,Ban Pa La Pi Tai,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:02:46,2022-07-25 11:02:46,,,,,,,,,zcrm_361303000000032059,,,,,,,,,,,,,,School,false
zcrm_361303000001881165,Ban Pa Larn,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:02:46,2022-07-25 11:02:46,,,,,,,,,zcrm_361303000000032059,,,,,,,,,,,,,,School,false
zcrm_361303000001881166,Ban Pa Pong Tan,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:02:46,2022-07-25 11:02:46,,,,,,,,,zcrm_361303000000032059,,,,,,,,,,,,,,School,false
zcrm_361303000001881167,Ban Pang Tong,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:02:46,2022-07-25 11:02:46,,,,,,,,,zcrm_361303000000032059,,,,,,,,,,,,,,School,false
zcrm_361303000001881168,Ban Paphae,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:02:46,2022-07-25 11:02:46,,,,,,,,,zcrm_361303000000032059,,,,,,,,,,,,,,School,false
zcrm_361303000001881169,Ban Paw Naw Khi,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:02:46,2022-07-25 11:02:46,,,,,,,,,zcrm_361303000000032059,,,,,,,,,,,,,,School,false
zcrm_361303000001881170,Ban Paw Saw School,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:02:46,2022-07-25 11:02:46,,,,,,,,,zcrm_361303000000032059,,,,,,,,,,,,,,School,false
zcrm_361303000001881171,Ban Pha Aeh Doo,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:02:46,2022-07-25 11:02:46,,,,,,,,,zcrm_361303000000032059,,,,,,,,,,,,,,School,false
zcrm_361303000001881172,Ban Pha Dang Nua,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:02:46,2022-07-25 11:02:46,,,,,,,,,zcrm_361303000000032059,,,,,,,,,,,,,,School,false
zcrm_361303000001881173,Ban Prabart Huay Phueng,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:02:46,2022-07-25 11:02:46,,,,,,,,,zcrm_361303000000032059,,,,,,,,,,,,,,School,false
zcrm_361303000001881174,Ban Sad Huay Na,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:02:46,2022-07-25 11:02:46,,,,,,,,,zcrm_361303000000032059,,,,,,,,,,,,,,School,false
zcrm_361303000001881175,Ban Sam Laeb,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:02:46,2022-07-25 11:02:46,,,,,,,,,zcrm_361303000000032059,,,,,,,,,,,,,,District,false
zcrm_361303000001881176,Ban Siwader,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:02:46,2022-07-25 11:02:46,,,,,,,,,zcrm_361303000000032059,,,,,,,,,,,,,,School,false
zcrm_361303000001881177,Ban Tha Song Khwae,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:02:46,2022-07-25 11:02:46,,,,,,,,,zcrm_361303000000032059,,,,,,,,,,,,,,School,false
zcrm_361303000001881178,Ban Wa No,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:02:46,2022-07-25 11:02:46,,,,,,,,,zcrm_361303000000032059,,,,,,,,,,,,,,School,false
zcrm_361303000001881179,Ban Wa Thoo,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:02:46,2022-07-25 11:02:46,,,,,,,,,zcrm_361303000000032059,,,,,,,,,,,,,,School,false
zcrm_361303000001881180,Bangkok Rarmkumhang Uni,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:02:46,2022-07-25 11:02:46,,,,,,,,,zcrm_361303000000032059,,,,,,,,,,,,,,School,false
zcrm_361303000001881181,Boromarajonani Collage of Nursing Payao,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:02:46,2022-07-25 11:02:46,,,,,,,,,zcrm_361303000000032059,,,,,,,,,,,,,,School,false
zcrm_361303000001881182,Buripat Suksa Mae Sariang,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:02:46,2022-07-25 11:02:46,,,,,,,,,zcrm_361303000000032059,,,,,,,,,,,,,,School,false
zcrm_361303000001881183,Chaem Luang,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:02:46,2022-07-25 11:02:46,,,,,,,,,zcrm_361303000000032059,,,,,,,,,,,,,,School,false
zcrm_361303000001881184,Chaiang Mai Commercial Collge,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:02:46,2022-07-25 11:02:46,,,,,,,,,zcrm_361303000000032059,,,,,,,,,,,,,,School,false
zcrm_361303000001881185,Chaing Mai University,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:02:46,2022-07-25 11:02:46,,,,,,,,,zcrm_361303000000032059,,,,,,,,,,,,,,School,false
zcrm_361303000001881186,Chiang Mai College of Agriculture and Technology,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:02:46,2022-07-25 11:02:46,,,,,,,,,zcrm_361303000000032059,,,,,,,,,,,,,,School,false
zcrm_361303000001881187,Chiang Mai Sanapatong College,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:02:46,2022-07-25 11:02:46,,,,,,,,,zcrm_361303000000032059,,,,,,,,,,,,,,School,false
zcrm_361303000001881188,Don Bosco Technical School Bang KoK,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:02:46,2022-07-25 11:02:46,,,,,,,,,zcrm_361303000000032059,,,,,,,,,,,,,,School,false
zcrm_361303000001881189,HCTC,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:02:46,2022-07-25 11:02:46,,,,,,,,,zcrm_361303000000032059,,,,,,,,,,,,,,School,false
zcrm_361303000001881190,Hua Mae Surin,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:02:46,2022-07-25 11:02:46,,,,,,,,,zcrm_361303000000032059,,,,,,,,,,,,,,School,false
zcrm_361303000001881191,Huay Pong,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:02:46,2022-07-25 11:02:46,,,,,,,,,zcrm_361303000000032059,,,,,,,,,,,,,,District,false
zcrm_361303000001881192,Huay Poo Ling,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:02:46,2022-07-25 11:02:46,,,,,,,,,zcrm_361303000000032059,,,,,,,,,,,,,,District,false
zcrm_361303000001881193,In the village,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:02:46,2022-07-25 11:02:46,,,,,,,,,zcrm_361303000000032059,,,,,,,,,,,,,,School,false
zcrm_361303000001881194,Kampaengpet rachaphat uni,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:02:46,2022-07-25 11:02:46,,,,,,,,,zcrm_361303000000032059,,,,,,,,,,,,,,School,false
zcrm_361303000001881195,Kanlaya Niwattana,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:02:46,2022-07-25 11:02:46,,,,,,,,,zcrm_361303000000032059,,,,,,,,,,,,,,Town,false
zcrm_361303000001881196,Korkha Vocational Coollege Lampang,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:02:46,2022-07-25 11:02:46,,,,,,,,,zcrm_361303000000032059,,,,,,,,,,,,,,School,false
zcrm_361303000001881197,Ladkrabang University ( Bangkok ),,,,,,zcrm_361303000000269001,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:02:46,2022-07-25 11:02:46,,,,,,,,,zcrm_361303000000032059,,,,,,,,,,,,,,School,false
zcrm_361303000001881198,Lam Phun Technology College,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:02:46,2022-07-25 11:02:46,,,,,,,,,zcrm_361303000000032059,,,,,,,,,,,,,,School,false
zcrm_361303000001881199,Lampang College,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:02:46,2022-07-25 11:02:46,,,,,,,,,zcrm_361303000000032059,,,,,,,,,,,,,,School,false
zcrm_361303000001881200,Long Phae Wittaya,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:02:46,2022-07-25 11:02:46,,,,,,,,,zcrm_361303000000032059,,,,,,,,,,,,,,School,false
zcrm_361303000001881201,Lopburi Coll of Agriculture & Tech,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:02:46,2022-07-25 11:02:46,,,,,,,,,zcrm_361303000000032059,,,,,,,,,,,,,,School,false
zcrm_361303000001881202,Ma La Noi,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:02:46,2022-07-25 11:02:46,,,,,,,,,zcrm_361303000000032059,,,,,,,,,,,,,,District,false
zcrm_361303000001881203,Mae Chaem Wittaya Khom,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:02:46,2022-07-25 11:02:46,,,,,,,,,zcrm_361303000000032059,,,,,,,,,,,,,,School,false
zcrm_361303000001881204,Mae Ho,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:02:46,2022-07-25 11:02:46,,,,,,,,,zcrm_361303000000032059,,,,,,,,,,,,,,District,false
zcrm_361303000001881207,Mae Jo University,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:02:46,2022-07-25 11:02:46,,,,,,,,,zcrm_361303000000032059,,,,,,,,,,,,,,School,false
zcrm_361303000001881208,Mae Khong,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:02:46,2022-07-25 11:02:46,,,,,,,,,zcrm_361303000000032059,,,,,,,,,,,,,,District,false
zcrm_361303000001881209,Mae Ki,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:02:46,2022-07-25 11:02:46,,,,,,,,,zcrm_361303000000032059,,,,,,,,,,,,,,District,false
zcrm_361303000001881210,Mae La Luang,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:02:46,2022-07-25 11:02:46,,,,,,,,,zcrm_361303000000032059,,,,,,,,,,,,,,School,false
zcrm_361303000001881211,Mae Na Chon,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:02:46,2022-07-25 11:02:46,,,,,,,,,zcrm_361303000000032059,,,,,,,,,,,,,,District,false
zcrm_361303000001881212,Mae Ngao,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:02:46,2022-07-25 11:02:46,,,,,,,,,zcrm_361303000000032059,,,,,,,,,,,,,,District,false
zcrm_361303000001881213,Mae Oo Khor,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:02:46,2022-07-25 11:02:46,,,,,,,,,zcrm_361303000000032059,,,,,,,,,,,,,,District,false
zcrm_361303000001881214,Mae Sa Laep,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:02:46,2022-07-25 11:02:46,,,,,,,,,zcrm_361303000000032059,,,,,,,,,,,,,,District,false
zcrm_361303000001881215,Mae Sam Laeb,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:02:46,2022-07-25 11:02:46,,,,,,,,,zcrm_361303000000032059,,,,,,,,,,,,,,District,false
zcrm_361303000001881217,Mae Sariang Industrial And Community Education College,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:02:46,2022-07-25 11:02:46,,,,,,,,,zcrm_361303000000032059,,,,,,,,,,,,,,School,false
zcrm_361303000001881219,Mae Suad,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:02:46,2022-07-25 11:02:46,,,,,,,,,zcrm_361303000000032059,,,,,,,,,,,,,,District,false
zcrm_361303000001881220,Mae Suek,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:02:46,2022-07-25 11:02:46,,,,,,,,,zcrm_361303000000032059,,,,,,,,,,,,,,District,false
zcrm_361303000001881221,Mae Suk,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:02:46,2022-07-25 11:02:46,,,,,,,,,zcrm_361303000000032059,,,,,,,,,,,,,,District,false
zcrm_361303000001881222,Mae Tho,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:02:46,2022-07-25 11:02:46,,,,,,,,,zcrm_361303000000032059,,,,,,,,,,,,,,District,false
zcrm_361303000001881223,Mae Yuam Noi,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:02:46,2022-07-25 11:02:46,,,,,,,,,zcrm_361303000000032059,,,,,,,,,,,,,,District,false
zcrm_361303000001881224,"Naresuan Phayao Uni,",,,,,,zcrm_361303000000269001,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:02:46,2022-07-25 11:02:46,,,,,,,,,zcrm_361303000000032059,,,,,,,,,,,,,,School,false
zcrm_361303000001881225,Nawamin Mae Hong Son,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:02:46,2022-07-25 11:02:46,,,,,,,,,zcrm_361303000000032059,,,,,,,,,,,,,,School,false
zcrm_361303000001881226,Pa Bong,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:02:46,2022-07-25 11:02:46,,,,,,,,,zcrm_361303000000032059,,,,,,,,,,,,,,District,false
zcrm_361303000001881227,Pa Pae,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:02:46,2022-07-25 11:02:46,,,,,,,,,zcrm_361303000000032059,,,,,,,,,,,,,,District,false
zcrm_361303000001881228,Pa Phae,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:02:46,2022-07-25 11:02:46,,,,,,,,,zcrm_361303000000032059,,,,,,,,,,,,,,District,false
zcrm_361303000001881229,Pa Pong,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:02:46,2022-07-25 11:02:46,,,,,,,,,zcrm_361303000000032059,,,,,,,,,,,,,,District,false
zcrm_361303000001881230,Pai,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:02:46,2022-07-25 11:02:46,,,,,,,,,zcrm_361303000000032059,,,,,,,,,,,,,,Town,false
zcrm_361303000001881231,Pang Ma Pa,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:02:46,2022-07-25 11:02:46,,,,,,,,,zcrm_361303000000032059,,,,,,,,,,,,,,Town,false
zcrm_361303000001881232,Payap University,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:02:46,2022-07-25 11:02:46,,,,,,,,,zcrm_361303000000032059,,,,,,,,,,,,,,School,false
zcrm_361303000001881233,Pha Bong,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:02:46,2022-07-25 11:02:46,,,,,,,,,zcrm_361303000000032059,,,,,,,,,,,,,,District,false
zcrm_361303000001881234,Pibulssonggkram Pisanoolok University,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:02:46,2022-07-25 11:02:46,,,,,,,,,zcrm_361303000000032059,,,,,,,,,,,,,,School,false
zcrm_361303000001881235,Rachaphat Lampang University,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:02:46,2022-07-25 11:02:46,,,,,,,,,zcrm_361303000000032059,,,,,,,,,,,,,,School,false
zcrm_361303000001881237,Rajaphat Suandusit,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:02:46,2022-07-25 11:02:46,,,,,,,,,zcrm_361303000000032059,,,,,,,,,,,,,,School,false
zcrm_361303000001881238,Rajaphat Udon Tha Nee University,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:02:46,2022-07-25 11:02:46,,,,,,,,,zcrm_361303000000032059,,,,,,,,,,,,,,School,false
zcrm_361303000001881239,Ramkhamhaeng University Bangkok,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:02:46,2022-07-25 11:02:46,,,,,,,,,zcrm_361303000000032059,,,,,,,,,,,,,,School,false
zcrm_361303000001881240,Rat Pra Cha,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:02:46,2022-07-25 11:02:46,,,,,,,,,zcrm_361303000000032059,,,,,,,,,,,,,,School,false
zcrm_361303000001881241,Rattana,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:02:46,2022-07-25 11:02:46,,,,,,,,,zcrm_361303000000032059,,,,,,,,,,,,,,School,false
zcrm_361303000001881243,Sa La Jiang Tong School,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:02:46,2022-07-25 11:02:46,,,,,,,,,zcrm_361303000000032059,,,,,,,,,,,,,,School,false
zcrm_361303000001881244,Sahamith School,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:02:46,2022-07-25 11:02:46,,,,,,,,,zcrm_361303000000032059,,,,,,,,,,,,,,School,false
zcrm_361303000001881245,Samakkee School,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:02:46,2022-07-25 11:02:46,,,,,,,,,zcrm_361303000000032059,,,,,,,,,,,,,,School,false
zcrm_361303000001881246,Sanpatong vocational college,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:02:46,2022-07-25 11:02:46,,,,,,,,,zcrm_361303000000032059,,,,,,,,,,,,,,School,false
zcrm_361303000001881247,Santi Khee Ree,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:02:46,2022-07-25 11:02:46,,,,,,,,,zcrm_361303000000032059,,,,,,,,,,,,,,District,false
zcrm_361303000001881248,Sao Hin,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:02:46,2022-07-25 11:02:46,,,,,,,,,zcrm_361303000000032059,,,,,,,,,,,,,,District,false
zcrm_361303000001881249,Seree Wittaya,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:02:46,2022-07-25 11:02:46,,,,,,,,,zcrm_361303000000032059,,,,,,,,,,,,,,School,false
zcrm_361303000001881251,Sri Sang Wan,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:02:46,2022-07-25 11:02:46,,,,,,,,,zcrm_361303000000032059,,,,,,,,,,,,,,School,false
zcrm_361303000001881252,Srinakharinwirot University Bang KoK,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:02:46,2022-07-25 11:02:46,,,,,,,,,zcrm_361303000000032059,,,,,,,,,,,,,,School,false
zcrm_361303000001881253,Suk Sasong Krow Mae Hong Son,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:02:46,2022-07-25 11:02:46,,,,,,,,,zcrm_361303000000032059,,,,,,,,,,,,,,School,false
zcrm_361303000001881254,Sun Ti khee Ree,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:02:46,2022-07-25 11:02:46,,,,,,,,,zcrm_361303000000032059,,,,,,,,,,,,,,District,false
zcrm_361303000001881255,Sutranari University,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:02:46,2022-07-27 08:29:10,,,,,,,,,zcrm_361303000000032059,,,2022-07-27 08:29:10,,,,,,,,,,,School,false
zcrm_361303000001881256,Technology Loburi Vocational college,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:02:46,2022-07-27 08:29:30,,,,,,,,,zcrm_361303000000032059,,,2022-07-27 08:29:30,,,,,,,,,,,School,false
zcrm_361303000001881257,Tha Pha Pum,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:02:46,2022-07-25 11:02:46,,,,,,,,,zcrm_361303000000032059,,,,,,,,,,,,,,District,false
zcrm_361303000001881258,Thoen Teachnology Commercail college,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:02:46,2022-07-25 11:02:46,,,,,,,,,zcrm_361303000000032059,,,,,,,,,,,,,,School,false
zcrm_361303000001881259,Walailongkorn Rajaphat Uni,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:02:46,2022-07-25 11:02:46,,,,,,,,,zcrm_361303000000032059,,,,,,,,,,,,,,School,false
zcrm_361303000001881260,Wat Chan,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:02:46,2022-07-25 11:02:46,,,,,,,,,zcrm_361303000000032059,,,,,,,,,,,,,,School,false
zcrm_361303000001881261,Yonok University Lam Pang,,,,,,zcrm_361303000000269001,zcrm_361303000000269001,zcrm_361303000000269001,2022-07-25 11:02:46,2022-07-25 11:02:46,,,,,,,,,zcrm_361303000000032059,,,,,,,,,,,,,,School,false
