school_name,province,district,sub_district,postal_code,formatted_address,gps_latitude,gps_longitude
โรงเรียนบ้านห้วยกองก้าด,ทางหลวงแผ่นดินหมายเลข1194,ตำบลแม่สามแลบ,อำเภอสบเมย,จังหวัดแม่ฮ่องสอน,โรงเรียนบ้านห้วยกองก้าด ทางหลวงแผ่นดินหมายเลข1194 ตำบลแม่สามแลบ อำเภอสบเมย จังหวัดแม่ฮ่องสอน 58110,17.99548825, 97.78580558
โรงเรียนบ้านห้วยกองมูล,ตำบลสบเมย,อำเภอสบเมย,จังหวัดแม่ฮ่องสอน,58110,โรงเรียนบ้านห้วยกองมูล ตำบลสบเมย อำเภอสบเมย จังหวัดแม่ฮ่องสอน 58110,17.91633376, 97.88365163
โรงเรียนบ้านห้วยกองเป๊าะ,ตำบลแม่ลาหลวง,อำเภอแม่ลาน้อย,จังหวัดแม่ฮ่องสอน,58120,โรงเรียนบ้านห้วยกองเป๊าะ ตำบลแม่ลาหลวง อำเภอแม่ลาน้อย จังหวัดแม่ฮ่องสอน 58120,18.53251573, 97.84678861
โรงเรียนบ้านห้วยไก่ป่า,ตำบลกองก๋อย,อำเภอสบเมย,จังหวัดแม่ฮ่องสอน,58110,โรงเรียนบ้านห้วยไก่ป่า ตำบลกองก๋อย อำเภอสบเมย จังหวัดแม่ฮ่องสอน 58110,17.97332461, 98.14037318
โรงเรียนบ้านห้วยกู่ป๊ะ,ทางหลวงชนบทมส.,3008,ตำบลแม่ลาหลวง,อำเภอแม่ลาน้อย,โรงเรียนบ้านห้วยกู่ป๊ะ ทางหลวงชนบทมส. 3008 ตำบลแม่ลาหลวง อำเภอแม่ลาน้อย จังหวัดแม่ฮ่องสอน 58120,18.53874237, 97.89718591
โรงเรียนบ้านห้วยเดื่อ,ตำบลป่าแป๋,อำเภอแม่สะเรียง,จังหวัดแม่ฮ่องสอน,58110,โรงเรียนบ้านห้วยเดื่อ ตำบลป่าแป๋ อำเภอแม่สะเรียง จังหวัดแม่ฮ่องสอน 58110,18.25075774, 98.09211863
โรงเรียนบ้านห้วยไก่ป่าวิทยา,ทางหลวงชนบทมส.,3008,ตำบลแม่ลาหลวง,อำเภอแม่ลาน้อย,โรงเรียนบ้านห้วยไก่ป่าวิทยา ทางหลวงชนบทมส. 3008 ตำบลแม่ลาหลวง อำเภอแม่ลาน้อย จังหวัดแม่ฮ่องสอน 58120,18.51115928, 97.89557449
โรงเรียนบ้านห้วยกุ้ง,ทางหลวงชนบทมส.,3005,ตำบลป่าโปง,อำเภอสบเมย,โรงเรียนบ้านห้วยกุ้ง ทางหลวงชนบทมส. 3005 ตำบลป่าโปง อำเภอสบเมย จังหวัดแม่ฮ่องสอน 58110,18.14797704, 98.13013103
โรงเรียนบ้านห้วยปลากั้ง,ตำบลแม่เหาะ,อำเภอแม่สะเรียง,จังหวัดแม่ฮ่องสอน,58110,โรงเรียนบ้านห้วยปลากั้ง ตำบลแม่เหาะ อำเภอแม่สะเรียง จังหวัดแม่ฮ่องสอน 58110,18.06388230, 98.03667310
โรงเรียนบ้านห้วยปางผาง,ตำบลแม่เหาะ,อำเภอแม่สะเรียง,จังหวัดแม่ฮ่องสอน,58110,โรงเรียนบ้านห้วยปางผาง ตำบลแม่เหาะ อำเภอแม่สะเรียง จังหวัดแม่ฮ่องสอน 58110,18.10301474, 97.99660507
โรงเรียนบ้านห้วยน้ำใส,ทางหลวงชนบทมส.,3004,ตำบลสบเมย,อำเภอสบเมย,โรงเรียนบ้านห้วยน้ำใส ทางหลวงชนบทมส. 3004 ตำบลสบเมย อำเภอสบเมย จังหวัดแม่ฮ่องสอน 58110,17.86625683, 97.84441824
โรงเรียนบ้านห้วยทราย,ซอย2,,ตำบลแม่ยวม,อำเภอแม่สะเรียง,โรงเรียนบ้านห้วยทราย ซอย2  ตำบลแม่ยวม อำเภอแม่สะเรียง จังหวัดแม่ฮ่องสอน 58110,18.08648815, 97.92409782
โรงเรียนบ้านห้วยผึ้ง,ตำบลท่าผาปุ้ม,อำเภอแม่ลาน้อย,จังหวัดแม่ฮ่องสอน,58120,โรงเรียนบ้านห้วยผึ้ง ตำบลท่าผาปุ้ม อำเภอแม่ลาน้อย จังหวัดแม่ฮ่องสอน 58120,18.30662929, 98.03466235
โรงเรียนบ้านห้วยม่วง,ทางหลวงแผ่นดินหมายเลข105,ตำบลแม่สวด,อำเภอสบเมย,จังหวัดแม่ฮ่องสอน,โรงเรียนบ้านห้วยม่วง ทางหลวงแผ่นดินหมายเลข105 ตำบลแม่สวด อำเภอสบเมย จังหวัดแม่ฮ่องสอน 58110,17.90348294, 97.96332509
โรงเรียนบ้านห้วยโผ,ทางหลวงแผ่นดินหมายเลข1194,ตำบลแม่ยวม,อำเภอแม่สะเรียง,จังหวัดแม่ฮ่องสอน,โรงเรียนบ้านห้วยโผ ทางหลวงแผ่นดินหมายเลข1194 ตำบลแม่ยวม อำเภอแม่สะเรียง จังหวัดแม่ฮ่องสอน 58110,18.03037440, 97.90358742
โรงเรียนบ้านห้วยมะกอก,ตำบลสันติคีรี,อำเภอแม่ลาน้อย,จังหวัดแม่ฮ่องสอน,58120,โรงเรียนบ้านห้วยมะกอก ตำบลสันติคีรี อำเภอแม่ลาน้อย จังหวัดแม่ฮ่องสอน 58120,18.50905935, 98.01274936
โรงเรียนบ้านห้วยผึ้งใหม่,ตำบลแม่นาจาง,อำเภอแม่ลาน้อย,จังหวัดแม่ฮ่องสอน,58120,โรงเรียนบ้านห้วยผึ้งใหม่ ตำบลแม่นาจาง อำเภอแม่ลาน้อย จังหวัดแม่ฮ่องสอน 58120,18.61510414, 98.09637776
โรงเรียนบ้านห้วยไม้ซาง,ถนนอบจ.,ตำบลแม่โถ,อำเภอแม่ลาน้อย,จังหวัดแม่ฮ่องสอน,โรงเรียนบ้านห้วยไม้ซาง ถนนอบจ. ตำบลแม่โถ อำเภอแม่ลาน้อย จังหวัดแม่ฮ่องสอน 58120,18.61188206, 97.98274914
โรงเรียนบ้านห้วยหมากหนุน,ทางหลวงแผ่นดินหมายเลข1266,ตำบลท่าผาปุ้ม,อำเภอแม่ลาน้อย,จังหวัดแม่ฮ่องสอน,โรงเรียนบ้านห้วยหมากหนุน ทางหลวงแผ่นดินหมายเลข1266 ตำบลท่าผาปุ้ม อำเภอแม่ลาน้อย จังหวัดแม่ฮ่องสอน 58120,18.33872598, 97.99491376
โรงเรียนบ้านห้วยห้อม,ตำบลแม่คง,อำเภอแม่สะเรียง,จังหวัดแม่ฮ่องสอน,58110,โรงเรียนบ้านห้วยห้อม ตำบลแม่คง อำเภอแม่สะเรียง จังหวัดแม่ฮ่องสอน 58110,18.14240227, 97.80747418
โรงเรียนบ้านห้วยสิงห์,ทางหลวงแผ่นดินหมายเลข1194,ตำบลแม่ยวม,อำเภอแม่สะเรียง,จังหวัดแม่ฮ่องสอน,โรงเรียนบ้านห้วยสิงห์ ทางหลวงแผ่นดินหมายเลข1194 ตำบลแม่ยวม อำเภอแม่สะเรียง จังหวัดแม่ฮ่องสอน 58110,18.05972426, 97.91654064
โรงเรียนบ้านห้วยวอก,ตำบลกองก๋อย,อำเภอสบเมย,จังหวัดแม่ฮ่องสอน,58110,โรงเรียนบ้านห้วยวอก ตำบลกองก๋อย อำเภอสบเมย จังหวัดแม่ฮ่องสอน 58110,17.99348277, 98.08748309
โรงเรียนบ้านห้วยหมูพิทยา,ตำบลแม่คง,อำเภอแม่สะเรียง,จังหวัดแม่ฮ่องสอน,58110,โรงเรียนบ้านห้วยหมูพิทยา ตำบลแม่คง อำเภอแม่สะเรียง จังหวัดแม่ฮ่องสอน 58110,18.17442126, 97.70565837
โรงเรียนบ้านห้วยฮากไม้ใต้,ทางหลวงชนบทมส.,3010,ตำบลป่าแป๋,อำเภอแม่สะเรียง,โรงเรียนบ้านห้วยฮากไม้ใต้ ทางหลวงชนบทมส. 3010 ตำบลป่าแป๋ อำเภอแม่สะเรียง จังหวัดแม่ฮ่องสอน 58110,18.28803353, 98.09588996
โรงเรียนบ้านห้วยห้า,ทางหลวงแผ่นดินหมายเลข1266,ตำบลห้วยห้อม,อำเภอแม่ลาน้อย,จังหวัดแม่ฮ่องสอน,โรงเรียนบ้านห้วยห้า ทางหลวงแผ่นดินหมายเลข1266 ตำบลห้วยห้อม อำเภอแม่ลาน้อย จังหวัดแม่ฮ่องสอน 58120,18.37191841, 98.07955869
โรงเรียนบ้านห้วยแห้ง,ตำบลแม่คง,อำเภอแม่สะเรียง,จังหวัดแม่ฮ่องสอน,58110,โรงเรียนบ้านห้วยแห้ง ตำบลแม่คง อำเภอแม่สะเรียง จังหวัดแม่ฮ่องสอน 58110,18.18173433, 97.76087983
