Id,Field Id,Dependent Field Id,Layout Id,Sort Order,Unique Id,Dependent Unique Id,Is Internal,Source,Category
zcrm_361303000000171338,zcrm_361303000000171212,zcrm_361303000000171214,zcrm_361303000000171208,,,,false,1,0
zcrm_361303000000628981,zcrm_361303000000000235,zcrm_361303000000152003,zcrm_361303000000032041,,zcrm_361303000000002259,zcrm_361303000000152005,true,1,0
zcrm_361303000000628981,zcrm_361303000000000235,zcrm_361303000000152003,zcrm_361303000000032041,,zcrm_361303000000002259,zcrm_361303000000152007,true,1,0
zcrm_361303000000628981,zcrm_361303000000000235,zcrm_361303000000152003,zcrm_361303000000032041,,zcrm_361303000000002261,zcrm_361303000000152015,true,1,0
zcrm_361303000000628981,zcrm_361303000000000235,zcrm_361303000000152003,zcrm_361303000000032041,,zcrm_361303000000152001,zcrm_361303000000152015,true,1,0
