school_name,province,district,sub_district,postal_code,formatted_address,gps_latitude,gps_longitude
โรงเรียนบ้านดูลาเปอร์,ตำบลห้วยห้อม,อำเภอแม่ลาน้อย,จังหวัดแม่ฮ่องสอน,58120,โรงเรียนบ้านดูลาเปอร์ ตำบลห้วยห้อม อำเภอแม่ลาน้อย จังหวัดแม่ฮ่องสอน 58120,18.40617871, 98.07966396
โรงเรียนบ้านทะโลงเหนือ,ตำบลกองก๋อย,อำเภอสบเมย,จังหวัดแม่ฮ่องสอน,58110,โรงเรียนบ้านทะโลงเหนือ ตำบลกองก๋อย อำเภอสบเมย จังหวัดแม่ฮ่องสอน 58110,17.98959803, 98.13918995
โรงเรียนบ้านต้นงิ้ว,สาขาบ้านห้วยเหี๊ย,ทางหลวงชนบทมส.,3005,ตำบลป่าโปง,โรงเรียนบ้านต้นงิ้ว สาขาบ้านห้วยเหี๊ย ทางหลวงชนบทมส. 3005 ตำบลป่าโปง อำเภอสบเมย จังหวัดแม่ฮ่องสอน 58110,18.06782544, 98.14953938
โรงเรียนบ้านท่าผาปุ้ม,ทางหลวงแผ่นดินหมายเลข108,ตำบลท่าผาปุ้ม,อำเภอแม่ลาน้อย,จังหวัดแม่ฮ่องสอน,โรงเรียนบ้านท่าผาปุ้ม ทางหลวงแผ่นดินหมายเลข108 ตำบลท่าผาปุ้ม อำเภอแม่ลาน้อย จังหวัดแม่ฮ่องสอน 58120,18.30380702, 97.90868499
โรงเรียนบ้านท่าสองแคว,ตำบลแม่ลาน้อย,อำเภอแม่ลาน้อย,จังหวัดแม่ฮ่องสอน,58120,โรงเรียนบ้านท่าสองแคว ตำบลแม่ลาน้อย อำเภอแม่ลาน้อย จังหวัดแม่ฮ่องสอน 58120,18.34331289, 97.91616915
โรงเรียนบ้านท่าสองแคว,ตำบลแม่ลาน้อย,อำเภอแม่ลาน้อย,จังหวัดแม่ฮ่องสอน,58120,โรงเรียนบ้านท่าสองแคว ตำบลแม่ลาน้อย อำเภอแม่ลาน้อย จังหวัดแม่ฮ่องสอน 58120,18.34331289, 97.91616915
โรงเรียนบ้านทิยาเพอ,ตำบลสบเมย,อำเภอสบเมย,จังหวัดแม่ฮ่องสอน,58110,โรงเรียนบ้านทิยาเพอ ตำบลสบเมย อำเภอสบเมย จังหวัดแม่ฮ่องสอน 58110,17.83138071, 97.88140579
โรงเรียนบ้านทิยาเพอ,ตำบลสบเมย,อำเภอสบเมย,จังหวัดแม่ฮ่องสอน,58110,โรงเรียนบ้านทิยาเพอ ตำบลสบเมย อำเภอสบเมย จังหวัดแม่ฮ่องสอน 58110,17.83138071, 97.88140579
โรงเรียนบ้านทีฮือลือ,ตำบลสบเมย,อำเภอสบเมย,จังหวัดแม่ฮ่องสอน,58110,โรงเรียนบ้านทีฮือลือ ตำบลสบเมย อำเภอสบเมย จังหวัดแม่ฮ่องสอน 58110,17.84378212, 97.82061447
โรงเรียนบ้านทุ่งแพม,ถนนอบต.,มส.,5184,ตำบลแม่ยวม,โรงเรียนบ้านทุ่งแพม ถนนอบต. มส. 5184 ตำบลแม่ยวม อำเภอแม่สะเรียง จังหวัดแม่ฮ่องสอน 58110,18.11347831, 97.92304060
โรงเรียนบ้านนาดอย,ตำบลแม่สวด,อำเภอสบเมย,จังหวัดแม่ฮ่องสอน,58110,โรงเรียนบ้านนาดอย ตำบลแม่สวด อำเภอสบเมย จังหวัดแม่ฮ่องสอน 58110,17.70667944, 98.03298819
โรงเรียนบ้านป่าแก่,ตำบลขุนแม่ลาน้อย,อำเภอแม่ลาน้อย,จังหวัดแม่ฮ่องสอน,58120,โรงเรียนบ้านป่าแก่ ตำบลขุนแม่ลาน้อย อำเภอแม่ลาน้อย จังหวัดแม่ฮ่องสอน 58120,18.57592790, 98.17274450
โรงเรียนบ้านบุญเลอ,ตำบลแม่สามแลบ,อำเภอสบเมย,จังหวัดแม่ฮ่องสอน,58110,โรงเรียนบ้านบุญเลอ ตำบลแม่สามแลบ อำเภอสบเมย จังหวัดแม่ฮ่องสอน 58110,17.87227220, 97.72371297
โรงเรียนบ้านป่าหมากวิทยา,ทางหลวงแผ่นดินหมายเลข1266,ตำบลแม่ลาน้อย,อำเภอแม่ลาน้อย,จังหวัดแม่ฮ่องสอน,โรงเรียนบ้านป่าหมากวิทยา ทางหลวงแผ่นดินหมายเลข1266 ตำบลแม่ลาน้อย อำเภอแม่ลาน้อย จังหวัดแม่ฮ่องสอน 58120,18.38010419, 97.94810171
โรงเรียนบ้านปู่แก้ว,ตำบลสบเมย,อำเภอสบเมย,จังหวัดแม่ฮ่องสอน,58110,โรงเรียนบ้านปู่แก้ว ตำบลสบเมย อำเภอสบเมย จังหวัดแม่ฮ่องสอน 58110,17.87287984, 97.88775713
โรงเรียนบ้านป่าหมาก,ถนนอบต.,มส.,4018,ตำบลบ้านกาศ,โรงเรียนบ้านป่าหมาก ถนนอบต. มส. 4018 ตำบลบ้านกาศ อำเภอแม่สะเรียง จังหวัดแม่ฮ่องสอน 58110,18.18254054, 97.90182971
โรงเรียนบ้านป่าโปง,สาขาบ้านกองแปเหนือ,ตำบลป่าโปง,อำเภอสบเมย,จังหวัดแม่ฮ่องสอน,โรงเรียนบ้านป่าโปง สาขาบ้านกองแปเหนือ ตำบลป่าโปง อำเภอสบเมย จังหวัดแม่ฮ่องสอน 58110,18.10308613, 98.15628094
โรงเรียนบ้านป่าโปง,สาขาบ้านกองแปเหนือ,ตำบลป่าโปง,อำเภอสบเมย,จังหวัดแม่ฮ่องสอน,โรงเรียนบ้านป่าโปง สาขาบ้านกองแปเหนือ ตำบลป่าโปง อำเภอสบเมย จังหวัดแม่ฮ่องสอน 58110,18.10308613, 98.15628094
โรงเรียนบ้านผาเยอ,ตำบลกองก๋อย,อำเภอสบเมย,จังหวัดแม่ฮ่องสอน,58110,โรงเรียนบ้านผาเยอ ตำบลกองก๋อย อำเภอสบเมย จังหวัดแม่ฮ่องสอน 58110,18.01479663, 98.15284345
โรงเรียนบ้านพระบาทห้วยผึ้ง,ตำบลแม่ลาน้อย,อำเภอแม่ลาน้อย,จังหวัดแม่ฮ่องสอน,58120,โรงเรียนบ้านพระบาทห้วยผึ้ง ตำบลแม่ลาน้อย อำเภอแม่ลาน้อย จังหวัดแม่ฮ่องสอน 58120,18.46983792, 98.03463515
โรงเรียนบ้านผาแดงหลวง,ตำบลแม่โถ,อำเภอแม่ลาน้อย,จังหวัดแม่ฮ่องสอน,58120,โรงเรียนบ้านผาแดงหลวง ตำบลแม่โถ อำเภอแม่ลาน้อย จังหวัดแม่ฮ่องสอน 58120,18.57672849, 98.01659898
โรงเรียนบ้านโพซอ,ตำบลเสาหิน,อำเภอแม่สะเรียง,จังหวัดแม่ฮ่องสอน,58110,โรงเรียนบ้านโพซอ ตำบลเสาหิน อำเภอแม่สะเรียง จังหวัดแม่ฮ่องสอน 58110,18.34013540, 97.68821612
โรงเรียนบ้านพะมอลอ,ถนนอบต.,ศรีดอนชัย-พะมอลอ,ตำบลบ้านกาศ,อำเภอแม่สะเรียง,โรงเรียนบ้านพะมอลอ ถนนอบต. ศรีดอนชัย-พะมอลอ ตำบลบ้านกาศ อำเภอแม่สะเรียง จังหวัดแม่ฮ่องสอน 58110,18.18206864, 97.92107750
โรงเรียนบ้านแม่กองคา,ทางหลวงชนบทมส.,4003,ตำบลแม่ยวม,อำเภอแม่สะเรียง,โรงเรียนบ้านแม่กองคา ทางหลวงชนบทมส. 4003 ตำบลแม่ยวม อำเภอแม่สะเรียง จังหวัดแม่ฮ่องสอน 58110,18.04694237, 97.82118197
โรงเรียนบ้านแม่กวางเหนือ,ตำบลท่าผาปุ้ม,อำเภอแม่ลาน้อย,จังหวัดแม่ฮ่องสอน,58120,โรงเรียนบ้านแม่กวางเหนือ ตำบลท่าผาปุ้ม อำเภอแม่ลาน้อย จังหวัดแม่ฮ่องสอน 58120,18.31858028, 98.01736389
โรงเรียนบ้านฟักทอง,ตำบลขุนแม่ลาน้อย,อำเภอแม่ลาน้อย,จังหวัดแม่ฮ่องสอน,58120,โรงเรียนบ้านฟักทอง ตำบลขุนแม่ลาน้อย อำเภอแม่ลาน้อย จังหวัดแม่ฮ่องสอน 58120,18.56778294, 98.19482627
โรงเรียนบ้านแม่กวางใต้,ตำบลท่าผาปุ้ม,อำเภอแม่ลาน้อย,จังหวัดแม่ฮ่องสอน,58120,โรงเรียนบ้านแม่กวางใต้ ตำบลท่าผาปุ้ม อำเภอแม่ลาน้อย จังหวัดแม่ฮ่องสอน 58120,18.29946068, 98.00030232
โรงเรียนบ้านแพะพิทยา,ตำบลบ้านกาศ,อำเภอแม่สะเรียง,จังหวัดแม่ฮ่องสอน,58110,โรงเรียนบ้านแพะพิทยา ตำบลบ้านกาศ อำเภอแม่สะเรียง จังหวัดแม่ฮ่องสอน 58110,18.21203099, 97.91345394
โรงเรียนบ้านแม่กองแป,ทางหลวงแผ่นดินหมายเลข1194,ตำบลแม่ยวม,อำเภอแม่สะเรียง,จังหวัดแม่ฮ่องสอน,โรงเรียนบ้านแม่กองแป ทางหลวงแผ่นดินหมายเลข1194 ตำบลแม่ยวม อำเภอแม่สะเรียง จังหวัดแม่ฮ่องสอน 58110,18.03591576, 97.91038893
โรงเรียนบ้านแม่ก๋อน,ตำบลแม่คง,อำเภอแม่สะเรียง,จังหวัดแม่ฮ่องสอน,58110,โรงเรียนบ้านแม่ก๋อน ตำบลแม่คง อำเภอแม่สะเรียง จังหวัดแม่ฮ่องสอน 58110,18.24830597, 97.75057564
โรงเรียนบ้านแม่กะไน,ตำบลแม่เหาะ,อำเภอแม่สะเรียง,จังหวัดแม่ฮ่องสอน,58110,โรงเรียนบ้านแม่กะไน ตำบลแม่เหาะ อำเภอแม่สะเรียง จังหวัดแม่ฮ่องสอน 58110,18.11139500, 98.05293964
