school_name,province,district,sub_district,postal_code,formatted_address,gps_latitude,gps_longitude
โรงเรียนบ้านแม่ตอละ,ตำบลแม่สามแลบ,อำเภอสบเมย,จังหวัดแม่ฮ่องสอน,58110,โรงเรียนบ้านแม่ตอละ ตำบลแม่สามแลบ อำเภอสบเมย จังหวัดแม่ฮ่องสอน 58110,17.82194842, 97.77104442
โรงเรียนบ้านแม่เตี๋ย,ตำบลท่าผาปุ้ม,อำเภอแม่ลาน้อย,จังหวัดแม่ฮ่องสอน,58120,โรงเรียนบ้านแม่เตี๋ย ตำบลท่าผาปุ้ม อำเภอแม่ลาน้อย จังหวัดแม่ฮ่องสอน 58120,18.29506989, 97.91171355
โรงเรียนบ้านแม่ต้อบเหนือ,ถนนอบจ.,มส.,4044,ตำบลบ้านกาศ,โรงเรียนบ้านแม่ต้อบเหนือ ถนนอบจ. มส. 4044 ตำบลบ้านกาศ อำเภอแม่สะเรียง จังหวัดแม่ฮ่องสอน 58110,18.26441391, 97.89727767
โรงเรียนบ้านแม่โถ,ถนนอบจ.,ตำบลแม่โถ,อำเภอแม่ลาน้อย,จังหวัดแม่ฮ่องสอน,โรงเรียนบ้านแม่โถ ถนนอบจ. ตำบลแม่โถ อำเภอแม่ลาน้อย จังหวัดแม่ฮ่องสอน 58120,18.61863638, 98.02777359
โรงเรียนบ้านแม่ต้อบใต้,ถนนอบจ.,มส.,4044,ตำบลบ้านกาศ,โรงเรียนบ้านแม่ต้อบใต้ ถนนอบจ. มส. 4044 ตำบลบ้านกาศ อำเภอแม่สะเรียง จังหวัดแม่ฮ่องสอน 58110,18.25032335, 97.90434577
โรงเรียนบ้านแม่ทะลุ,ตำบลสบเมย,อำเภอสบเมย,จังหวัดแม่ฮ่องสอน,58110,โรงเรียนบ้านแม่ทะลุ ตำบลสบเมย อำเภอสบเมย จังหวัดแม่ฮ่องสอน 58110,17.98649116, 97.91793289
โรงเรียนบ้านแม่โถใต้,ถนนอบจ.,ตำบลแม่โถ,อำเภอแม่ลาน้อย,จังหวัดแม่ฮ่องสอน,โรงเรียนบ้านแม่โถใต้ ถนนอบจ. ตำบลแม่โถ อำเภอแม่ลาน้อย จังหวัดแม่ฮ่องสอน 58120,18.62944398, 97.99967145
โรงเรียนบ้านแม่นาจาง,ตำบลแม่นาจาง,อำเภอแม่ลาน้อย,จังหวัดแม่ฮ่องสอน,58120,โรงเรียนบ้านแม่นาจาง ตำบลแม่นาจาง อำเภอแม่ลาน้อย จังหวัดแม่ฮ่องสอน 58120,18.56311112, 98.08908986
โรงเรียนบ้านแม่ปอถ่า,ตำบลท่าผาปุ้ม,อำเภอแม่ลาน้อย,จังหวัดแม่ฮ่องสอน,58120,โรงเรียนบ้านแม่ปอถ่า ตำบลท่าผาปุ้ม อำเภอแม่ลาน้อย จังหวัดแม่ฮ่องสอน 58120,18.28923096, 98.03481999
โรงเรียนบ้านแม่นาจางเหนือ,ตำบลแม่นาจาง,อำเภอแม่ลาน้อย,จังหวัดแม่ฮ่องสอน,58120,โรงเรียนบ้านแม่นาจางเหนือ ตำบลแม่นาจาง อำเภอแม่ลาน้อย จังหวัดแม่ฮ่องสอน 58120,18.57855489, 98.08293332
โรงเรียนบ้านแม่แพ,ตำบลกองก๋อย,อำเภอสบเมย,จังหวัดแม่ฮ่องสอน,58110,โรงเรียนบ้านแม่แพ ตำบลกองก๋อย อำเภอสบเมย จังหวัดแม่ฮ่องสอน 58110,18.03644651, 98.16841108
โรงเรียนบ้านแม่ปุ๋น,ตำบลป่าแป๋,อำเภอแม่สะเรียง,จังหวัดแม่ฮ่องสอน,58110,โรงเรียนบ้านแม่ปุ๋น ตำบลป่าแป๋ อำเภอแม่สะเรียง จังหวัดแม่ฮ่องสอน 58110,18.24975251, 98.12601067
โรงเรียนบ้านแม่แพน้อย,ตำบลกองก๋อย,อำเภอสบเมย,จังหวัดแม่ฮ่องสอน,58110,โรงเรียนบ้านแม่แพน้อย ตำบลกองก๋อย อำเภอสบเมย จังหวัดแม่ฮ่องสอน 58110,18.04500252, 98.15160934
โรงเรียนบ้านแม่ปาง,ถนนอบต.,ตำบลสันติคีรี,อำเภอแม่ลาน้อย,จังหวัดแม่ฮ่องสอน,โรงเรียนบ้านแม่ปาง ถนนอบต. ตำบลสันติคีรี อำเภอแม่ลาน้อย จังหวัดแม่ฮ่องสอน 58120,18.46251272, 97.94601863
โรงเรียนบ้านแม่ลาย,ทางหลวงแผ่นดินหมายเลข108,ตำบลป่าโปง,อำเภอสบเมย,จังหวัดแม่ฮ่องสอน,โรงเรียนบ้านแม่ลาย ทางหลวงแผ่นดินหมายเลข108 ตำบลป่าโปง อำเภอสบเมย จังหวัดแม่ฮ่องสอน 58110,18.14066479, 98.11555025
โรงเรียนบ้านแม่ละ,ตำบลป่าแป๋,อำเภอแม่สะเรียง,จังหวัดแม่ฮ่องสอน,58110,โรงเรียนบ้านแม่ละ ตำบลป่าแป๋ อำเภอแม่สะเรียง จังหวัดแม่ฮ่องสอน 58110,18.22535919, 98.12246385
โรงเรียนบ้านแม่ลาผาไหว,ตำบลขุนแม่ลาน้อย,อำเภอแม่ลาน้อย,จังหวัดแม่ฮ่องสอน,58120,โรงเรียนบ้านแม่ลาผาไหว ตำบลขุนแม่ลาน้อย อำเภอแม่ลาน้อย จังหวัดแม่ฮ่องสอน 58120,18.56997057, 98.16696675
โรงเรียนบ้านแม่ลามา,ตำบลสบเมย,อำเภอสบเมย,จังหวัดแม่ฮ่องสอน,58110,โรงเรียนบ้านแม่ลามา ตำบลสบเมย อำเภอสบเมย จังหวัดแม่ฮ่องสอน 58110,17.82773331, 97.82956647
โรงเรียนบ้านแม่ลิด,ตำบลแม่เหาะ,อำเภอแม่สะเรียง,จังหวัดแม่ฮ่องสอน,58110,โรงเรียนบ้านแม่ลิด ตำบลแม่เหาะ อำเภอแม่สะเรียง จังหวัดแม่ฮ่องสอน 58110,18.18886647, 98.13686668
โรงเรียนบ้านแม่สวรรค์น้อย,ถนนอบต.,มส.,4014,ตำบลแม่เหาะ,โรงเรียนบ้านแม่สวรรค์น้อย ถนนอบต. มส. 4014 ตำบลแม่เหาะ อำเภอแม่สะเรียง จังหวัดแม่ฮ่องสอน 58110,18.16925531, 98.07448229
โรงเรียนบ้านแม่แลบ,ตำบลแม่ลาน้อย,อำเภอแม่ลาน้อย,จังหวัดแม่ฮ่องสอน,58120,โรงเรียนบ้านแม่แลบ ตำบลแม่ลาน้อย อำเภอแม่ลาน้อย จังหวัดแม่ฮ่องสอน 58120,18.37945485, 97.88062931
โรงเรียนบ้านแม่และ,ทางหลวงแผ่นดินหมายเลข1270,ตำบลห้วยห้อม,อำเภอแม่ลาน้อย,จังหวัดแม่ฮ่องสอน,โรงเรียนบ้านแม่และ ทางหลวงแผ่นดินหมายเลข1270 ตำบลห้วยห้อม อำเภอแม่ลาน้อย จังหวัดแม่ฮ่องสอน 58120,18.40170872, 98.11380879
โรงเรียนบ้านแม่สวด,ทางหลวงแผ่นดินหมายเลข105,ตำบลแม่สวด,อำเภอสบเมย,จังหวัดแม่ฮ่องสอน,โรงเรียนบ้านแม่สวด ทางหลวงแผ่นดินหมายเลข105 ตำบลแม่สวด อำเภอสบเมย จังหวัดแม่ฮ่องสอน 58110,17.94734172, 97.94093764
โรงเรียนบ้านแม่สวรรค์หลวง,ตำบลแม่เหาะ,อำเภอแม่สะเรียง,จังหวัดแม่ฮ่องสอน,58110,โรงเรียนบ้านแม่สวรรค์หลวง ตำบลแม่เหาะ อำเภอแม่สะเรียง จังหวัดแม่ฮ่องสอน 58110,18.18618396, 98.08441903
โรงเรียนบ้านแม่สะกึ๊ด,ตำบลท่าผาปุ้ม,อำเภอแม่ลาน้อย,จังหวัดแม่ฮ่องสอน,58120,โรงเรียนบ้านแม่สะกึ๊ด ตำบลท่าผาปุ้ม อำเภอแม่ลาน้อย จังหวัดแม่ฮ่องสอน 58120,18.29699933, 98.01740409
โรงเรียนบ้านแม่สะแมง,ตำบลแม่นาจาง,อำเภอแม่ลาน้อย,จังหวัดแม่ฮ่องสอน,58120,โรงเรียนบ้านแม่สะแมง ตำบลแม่นาจาง อำเภอแม่ลาน้อย จังหวัดแม่ฮ่องสอน 58120,18.44937895, 98.07201699
โรงเรียนบ้านแม่สะปิ๋งใต้,ตำบลแม่ลาน้อย,อำเภอแม่ลาน้อย,จังหวัดแม่ฮ่องสอน,58120,โรงเรียนบ้านแม่สะปิ๋งใต้ ตำบลแม่ลาน้อย อำเภอแม่ลาน้อย จังหวัดแม่ฮ่องสอน 58120,18.39886722, 98.02356354
โรงเรียนบ้านแม่สะปึ๋ง,ตำบลแม่ลาน้อย,อำเภอแม่ลาน้อย,จังหวัดแม่ฮ่องสอน,58120,โรงเรียนบ้านแม่สะปึ๋ง ตำบลแม่ลาน้อย อำเภอแม่ลาน้อย จังหวัดแม่ฮ่องสอน 58120,18.44037462, 98.04165582
โรงเรียนบ้านแม่สะกั๊วะ,ทางหลวงแผ่นดินหมายเลข1266,ตำบลท่าผาปุ้ม,อำเภอแม่ลาน้อย,จังหวัดแม่ฮ่องสอน,โรงเรียนบ้านแม่สะกั๊วะ ทางหลวงแผ่นดินหมายเลข1266 ตำบลท่าผาปุ้ม อำเภอแม่ลาน้อย จังหวัดแม่ฮ่องสอน 58120,18.34971699, 98.00489123
ศูนย์ส่งเสริมการเรียนรู้อำเภอแม่สะเรียง,ที่ว่าการอำเภอแม่สะเรียง,ถนนอบจ.,มส.,4075,ศูนย์ส่งเสริมการเรียนรู้อำเภอแม่สะเรียง ที่ว่าการอำเภอแม่สะเรียง ถนนอบจ. มส. 4075 ตำบลแม่สะเรียง อำเภอแม่สะเรียง จังหวัดแม่ฮ่องสอน 58110,18.15953776, 97.94951785
โรงเรียนบ้านแม่สุ,ทางหลวงชนบทมส.,3008,ตำบลแม่ลาหลวง,อำเภอแม่ลาน้อย,โรงเรียนบ้านแม่สุ ทางหลวงชนบทมส. 3008 ตำบลแม่ลาหลวง อำเภอแม่ลาน้อย จังหวัดแม่ฮ่องสอน 58120,18.47762963, 97.90538161
โรงเรียนบ้านแม่หลุย,ตำบลแม่สวด,อำเภอสบเมย,จังหวัดแม่ฮ่องสอน,58110,โรงเรียนบ้านแม่หลุย ตำบลแม่สวด อำเภอสบเมย จังหวัดแม่ฮ่องสอน 58110,17.77716247, 97.99860048
โรงเรียนบ้านแม่สามแลบ,ทางหลวงแผ่นดินหมายเลข1194,ตำบลแม่สามแลบ,อำเภอสบเมย,จังหวัดแม่ฮ่องสอน,โรงเรียนบ้านแม่สามแลบ ทางหลวงแผ่นดินหมายเลข1194 ตำบลแม่สามแลบ อำเภอสบเมย จังหวัดแม่ฮ่องสอน 58110,17.98035416, 97.73989385
โรงเรียนบ้านแม่ออก,ตำบลแม่คะตวน,อำเภอสบเมย,จังหวัดแม่ฮ่องสอน,58110,โรงเรียนบ้านแม่ออก ตำบลแม่คะตวน อำเภอสบเมย จังหวัดแม่ฮ่องสอน 58110,17.99421574, 98.01925751
โรงเรียนบ้านแม่อมลาน,ตำบลขุนแม่ลาน้อย,อำเภอแม่ลาน้อย,จังหวัดแม่ฮ่องสอน,58120,โรงเรียนบ้านแม่อมลาน ตำบลขุนแม่ลาน้อย อำเภอแม่ลาน้อย จังหวัดแม่ฮ่องสอน 58120,18.59847393, 98.19572033
โรงเรียนบ้านแม่หาร,ถนนโยธาธิการ,มส.,บ้านแพะ-บ้านแม่หาร,ตำบลบ้านกาศ,โรงเรียนบ้านแม่หาร ถนนโยธาธิการ มส. บ้านแพะ-บ้านแม่หาร ตำบลบ้านกาศ อำเภอแม่สะเรียง จังหวัดแม่ฮ่องสอน 58110,18.20990556, 97.89123476
โรงเรียนบ้านแม่หาด,ตำบลแม่สวด,อำเภอสบเมย,จังหวัดแม่ฮ่องสอน,58110,โรงเรียนบ้านแม่หาด ตำบลแม่สวด อำเภอสบเมย จังหวัดแม่ฮ่องสอน 58110,17.70291144, 98.10999417
