โรงเรียนบ้านกะริคี,สันติคีรี,แม่ลาน้อย,อนุบาล–ประถมศึกษา
โรงเรียนบ้านขุนแม่ต้อบ,บ้านกาศ,แม่สะเรียง,อนุบาล–ประถมศึกษา
โรงเรียนบ้านขุนแม่ลา,ขุนแม่ลาน้อย,แม่ลาน้อย,อนุบาล–ประถมศึกษา
โรงเรียนบ้านขุนวง,แม่เหาะ,แม่สะเรียง,อนุบาล–ประถมศึกษา
โรงเรียนบ้านขุนวงเหนือ,แม่เหาะ,แม่สะเรียง,อนุบาล–ประถมศึกษา
โรงเรียนบ้านคะปวง,แม่ยวม,แม่สะเรียง,อนุบาล–ประถมศึกษา
โรงเรียนบ้านเครอะบอ,แม่สามแลบ,สบเมย,อนุบาล–ประถมศึกษา
โรงเรียนบ้านจอซิเดอเหนือ,แม่คง,แม่สะเรียง,อนุบาล–ประถมศึกษา
โรงเรียนบ้านจอมแจ้งมิตรภาพที่ 193,แม่สะเรียง,แม่สะเรียง,อนุบาล–มัธยมศึกษาตอนต้น
โรงเรียนบ้านช่างหม้อ,ป่าแป๋,แม่สะเรียง,อนุบาล–ประถมศึกษา
โรงเรียนบ้านซิวาเดอ,แม่สามแลบ,สบเมย,อนุบาล–มัธยมศึกษาตอนต้น
โรงเรียนบ้านดงกู่,แม่เหาะ,แม่สะเรียง,อนุบาล–ประถมศึกษา
โรงเรียนบ้านดงใหม่,ห้วยห้อม,แม่ลาน้อย,อนุบาล–ประถมศึกษา
โรงเรียนบ้านดอยงาม,สบเมย,สบเมย,อนุบาล–ประถมศึกษา
โรงเรียนบ้านดอยเลี่ยม,แม่เหาะ,แม่สะเรียง,อนุบาล–ประถมศึกษา
โรงเรียนบ้านดูลาเปอร์,ห้วยห้อม,แม่ลาน้อย,อนุบาล–ประถมศึกษา
โรงเรียนบ้านต้นงิ้ว,ป่าโปง,สบเมย,อนุบาล–ประถมศึกษา
โรงเรียนบ้านต้นงิ้ว สาขาบ้านห้วยเหี้ยะ,ป่าโปง,สบเมย,อนุบาล–ประถมศึกษา
โรงเรียนบ้านทะโลงเหนือ,กองก๋อย,สบเมย,อนุบาล–ประถมศึกษา
โรงเรียนบ้านท่าตาฝั่ง,แม่ยวม,แม่สะเรียง,อนุบาล–ประถมศึกษา
โรงเรียนบ้านท่าผาปุ้ม,ท่าผาปุ้ม,แม่ลาน้อย,อนุบาล–ประถมศึกษา
โรงเรียนบ้านท่าสองแคว,แม่ลาน้อย,แม่ลาน้อย,อนุบาล–ประถมศึกษา
โรงเรียนบ้านท่าสองแคว ส.บ้านทุ่งรวงทอง,แม่ลาน้อย,แม่ลาน้อย,ประถมศึกษา–มัธยมศึกษาตอนต้น
โรงเรียนบ้านทิยาเพอ,สบเมย,สบเมย,อนุบาล–ประถมศึกษา
โรงเรียนบ้านทิยาเพอ สาขาบ้านห้วยไชยยงค์,สบเมย,สบเมย,อนุบาล–ประถมศึกษา
โรงเรียนบ้านทีฮือลือ,สบเมย,สบเมย,อนุบาล–ประถมศึกษา
โรงเรียนบ้านทุ่งแพม,แม่ยวม,แม่สะเรียง,อนุบาล–ประถมศึกษา
โรงเรียนบ้านนาดอย,แม่สวด,สบเมย,อนุบาล–มัธยมศึกษาตอนต้น
โรงเรียนบ้านบุญเลอ,แม่สามแลบ,สบเมย,อนุบาล–ประถมศึกษา
โรงเรียนบ้านป่าแก่,ขุนแม่ลาน้อย,แม่ลาน้อย,อนุบาล–ประถมศึกษา
โรงเรียนบ้านป่าโปง,ป่าโปง,สบเมย,อนุบาล–ประถมศึกษา
โรงเรียนบ้านป่าโปง สาขาบ้านกองแปเหนือ,ป่าโปง,สบเมย,อนุบาล–ประถมศึกษา
โรงเรียนบ้านป่าหมาก,บ้านกาศ,แม่สะเรียง,อนุบาล–ประถมศึกษา
โรงเรียนบ้านป่าหมากวิทยา,แม่ลาน้อย,แม่ลาน้อย,อนุบาล–ประถมศึกษา
