โรงเรียนบ้านเวียงเหนือ,เวียงเหนือ,ปาย,อนุบาล–ประถมศึกษา
โรงเรียนบ้านสบป่อง,ปางหมู,เมืองแม่ฮ่องสอน,อนุบาล–ประถมศึกษา
โรงเรียนบ้านสบแพม,ทุ่งยาว,ปาย,อนุบาล–ประถมศึกษา
โรงเรียนบ้านสบสอย,ปางหมู,เมืองแม่ฮ่องสอน,อนุบาล–ประถมศึกษา
โรงเรียนบ้านสบสา,เมืองแปง,ปาย,อนุบาล–ประถมศึกษา
โรงเรียนบ้านหนองขาวกลาง,ห้วยปูลิง,เมืองแม่ฮ่องสอน,อนุบาล–ประถมศึกษา
โรงเรียนบ้านหนองเขียว,ห้วยโป่ง,เมืองแม่ฮ่องสอน,อนุบาล–ประถมศึกษา
โรงเรียนบ้านหนองแห้ง,เมืองปอน,ขุนยวม,อนุบาล–มัธยมศึกษาตอนต้น
โรงเรียนบ้านหมอแปง,แม่นาเติง,ปาย,อนุบาล–ประถมศึกษา
โรงเรียนบ้านห้วยขาน,หมอกจำแป่,เมืองแม่ฮ่องสอน,อนุบาล–ประถมศึกษา
โรงเรียนบ้านห้วยช่างคำ,ห้วยโป่ง,เมืองแม่ฮ่องสอน,อนุบาล–ประถมศึกษา
