"id","village_name","created_time","households","road_conditions","total_population","gps_latitude","gps_longitude","population_without_enough_rice","children_aged_0_18","distance_to_town_km","adult_males","adult_females","distance_to_hospital_km","nearest_health_centre","distance_to_pratom_km","annual_typhoid_cases","distance_to_health_centre_km","distance_to_mathayom_km","common_diseases","hosted_kht_projects","record_id","village_name_th","nearby_node","geom"
"7efbbd5b-cba6-4da1-b610-985646ddeab3","Ban Mae Tia","5/12/2022 8:47",296,"Very Good (paved roads)",1081,"18.297219","97.917109",40,257,15,397,427,15,"Ban Mae Tia",0,30,0,15,"Hepatitis/ Parasites","Further Education Scholarships;WASH","zcrm_361303000001443196","บ้านแม่เตี๊ยะ",2293,"0101000020E61000008177F2E9B17A5840F4BF5C8B164C3240"
"7109bb0a-86d0-402b-bb54-e88e5dfc2421","Ban Khun Mae Ruam","6/1/2022 8:07",125,"-",703,"18.91706","98.19787",35,166,32,277,260,32,"Ban Mae La Up",NULL,NULL,20,NULL,"Flu and Ulcer","Further Education Scholarships;WASH","zcrm_361303000001611394","บ้านขุนแม่รวม",2436,"0101000020E610000002B7EEE6A98C58404278B471C4EA3240"
"78e9016a-ebd2-4d13-affb-096a0b263037","Ban Pang Tong","6/1/2022 8:18",233,"-",863,"18.84205","98.06347",50,22,13,419,422,13,"Ban Pang Tong",NULL,3,NULL,NULL,"Flu and Diarrhea","Further Education Scholarships;WASH","zcrm_361303000001611496","บ้านปางตอง",1087,"0101000020E6100000BC9179E40F845840C898BB9690D73240"
"da91099f-5fd3-4260-abd3-0c2a53ececef","Ban Aae Auh","7/25/2022 11:19",57,"-",297,"18.92632","98.21819",40,80,80,109,108,36,"Ban Mae La Oop",5,9,10,5,"Flu and Ulcer","WASH","zcrm_361303000001881585","-",2436,"0101000020E61000001D9430D3F68D584077A1B94E23ED3240"
"5f40736a-d934-4eb4-92b8-64ac3fb11d2d","Ban Doi Liam","7/25/2022 11:19",36,"-",173,"18.25842","98.09135",40,65,35,53,55,35,"Ban Mae Ho",NULL,5,10,NULL,"Flu. Ulcer and cancer","Further Education Scholarships;WASH","zcrm_361303000001881589","บ้านดอยเลียม",986,"0101000020E6100000569FABADD8855840E0A128D027423240"
"e1604117-3c6f-4ba6-aceb-f72b41b4e279","Ban Eh Loo","7/25/2022 11:19",42,"-",207,"18.42941","97.66358",60,45,78,81,81,78,"Ban Po Suar",10,11,15,15,"Flu","WASH","zcrm_361303000001881591","บ้านเอะหลู",3091,"0101000020E6100000E6913F18786A58404B9352D0ED6D3240"
"ff471478-c397-4bbf-b639-efd9262be1cc","Ban Goong Sum Tai","7/25/2022 11:19",22,"Very Poor (not paved. inaccesible in wet season)",107,"18.400235","97.614122",70,27,81,41,39,81,"Ban Po Saw",0,10,25,25,"Cholera","WASH","zcrm_361303000001881594","บ้านกุงส้มใต้",3091,"0101000020E610000043705CC64D675840EDB60BCD75663240"
"88750191-bc25-402d-a004-d6bca617a3d6","Ban Hua Ha","7/25/2022 11:19",19,"-",110,"19.10263","98.0745",90,47,70,32,31,70,"Ban Paw New Khee",NULL,6,13,NULL,"Flu","Further Education Scholarships;WASH","zcrm_361303000001881598","บ้านหัวหา",3804,"0101000020E610000054E3A59BC4845840A796ADF5451A3340"
"195bf16c-fb94-445f-8f9f-e47123cbb927","Ban Hua La","7/25/2022 11:19",95,"-",449,"18.54534","97.95983",40,151,26,151,147,26,"In the village",NULL,3,NULL,NULL,"Flu. Ulcer. Prostate. Stones (stone in bladder because of unclean water)","Further Education Scholarships;WASH","zcrm_361303000001881600","บ้านหัวลา",1251,"0101000020E61000000FEECEDA6D7D58405D33F9669B8B3240"
"01cbb1a0-bac7-4e41-a99f-f1e9f112070c","Ban Hua Mae Surin","7/25/2022 11:19",21,"-",220,"18.92328","98.08674",20,57,33,81,82,33,"Ban Pang Tong",NULL,NULL,18,NULL,"Stomach problem. Skin infection","Further Education Scholarships;WASH","zcrm_361303000001881601","บ้านหัวแม่สุริน",1358,"0101000020E610000053D0ED258D855840060DFD135CEC3240"
"e37f8d27-5e24-48cc-9c73-4623386637d7","Ban Hua Mae Tho","7/25/2022 11:19",90,"Very Good (paved roads)",349,"18.64773","98.06686",50,NULL,70,178,171,70,"Ban Mae Tho",0,NULL,10,10,"Flu","Irrigation;Further Education Scholarships;WASH","zcrm_361303000001881602","บ้านหัวแม่โถ",3862,"0101000020E6100000475A2A6F4784584059A31EA2D1A53240"
"053d9bde-6299-40f1-8642-372be783394d","Ban Hua Taad","7/25/2022 11:19",53,"-",233,"18.58668","98.02205",40,88,23,73,72,23,"Ban Mae Pang",NULL,6,10,NULL,"Flu and Ulcer","Further Education Scholarships;WASH","zcrm_361303000001881606","บ้านหัวตาด",3838,"0101000020E61000001D38674469815840A03715A930963240"
"483b3c04-435e-4fb3-880b-295843685cf5","Ban Huay Hia","7/25/2022 11:19",48,"Very Poor (not paved. inaccesible in wet season)",245,"18.46444","97.61937",45,114,92,63,68,92,"Ban Sa La Jiang Tong",0,2,14,36,"Cholera","Irrigation;Further Education Scholarships;WASH","zcrm_361303000001881614","บ้านห้วยเฮีย",3091,"0101000020E6100000E88711C2A367584049F4328AE5763240"
"abd4002c-0faa-4e77-94d7-f122d41eadd9","Ban Huay Hia Noi","7/25/2022 11:19",25,"Very Good (paved roads)",87,"18.07754","98.14618",NULL,34,50,27,26,50,"Ban Kong Pae",6,5,7,25,NULL,"WASH","zcrm_361303000001881615","บ้านห้วยเฮี๊ยะน้อย",1001,"0101000020E610000013D55B035B895840C02154A9D9133240"
"666bc261-8127-4a04-b670-76f3ee3dc14c","Ban Huay Hom","7/25/2022 11:19",89,"-",316,"19.17179","98.28864",45,80,45,119,117,6,"Ban Huay Bong",2,20,11,2,"Typhoid.Ulcer","WASH","zcrm_361303000001881616","บ้านห้วยหอม",5649,"0101000020E61000005114E81379925840A4C7EF6DFA2B3340"
"783d85ea-5389-449c-abfa-89ea3ded919c","Ban Huay Keaw","7/25/2022 11:19",45,"-",189,"19.23504","97.91825",80,68,20,55,66,20,"Ban Pa Pong",NULL,8,5,NULL,"Flu and skin infection","WASH","zcrm_361303000001881619","บ้านห้วยแก้ว",1979,"0101000020E610000054E3A59BC47A58407940D9942B3C3340"
"a53a462e-b563-4475-9ca8-d9727c967425","Ban Huay Kong Paw","7/25/2022 11:19",52,"-",519,"18.53264","97.84733",30,166,34,178,175,34,"Ban Mae Su",NULL,2,13,NULL,"Flu. Ulcer. Stomach","School Buses;WASH","zcrm_361303000001881620","บ้านห้วยกองเป๊าะ",3700,"0101000020E6100000DCBA9BA73A7658409C8A54185B883240"
"4125edca-1efa-44d5-9d26-c5297c6576dd","Ban Huay Ma Nam","7/25/2022 11:19",65,"-",344,"17.64024","98.09067",50,125,104,111,108,84,"Ban Na Doi",4,7,12,4,"Flu and Ulcer","WASH","zcrm_361303000001881624","บ้านห้วยมาน้ำ",3636,"0101000020E61000009D2E8B89CD8558404E97C5C4E6A33140"
"5a95a669-1d43-4a9a-ad35-783d641cc96e","Ban Huay Maak Lang","7/25/2022 11:19",45,"-",251,"18.87872","98.0117",60,102,50,76,73,50,"Ban Paw Naw Khi",3,2,5,NULL,NULL,"Further Education Scholarships;WASH","zcrm_361303000001881625","บ้านห้วยมักลัง",2877,"0101000020E61000003F575BB1BF80584054573ECBF3E03240"
